"","poll.end.date","poll.source","party","variable","value"
"4714","30-Jun-09","Newspoll","ALP","Other (non-capitals)","43"
"4715","30-Jun-09","Newspoll","GRN","Other (non-capitals)","9"
"4716","30-Jun-09","Newspoll","OTH","Other (non-capitals)","9"
"4717","30-Jun-09","Newspoll","COAL","Other (non-capitals)","39"
"4718","27-Jun-09","Nielsen","ALP","Other (non-capitals)","45"
"4719","27-Jun-09","Nielsen","COAL","Other (non-capitals)","37"
"4720","27-Jun-09","Nielsen","GRN","Other (non-capitals)","9"
"4721","27-Jun-09","Nielsen","IND","Other (non-capitals)","4"
"4722","27-Jun-09","Nielsen","FFP","Other (non-capitals)","3"
"4723","27-Jun-09","Nielsen","OTH","Other (non-capitals)","3"
"4724","16-May-09","Nielsen","ALP","Other (non-capitals)","44"
"4725","16-May-09","Nielsen","COAL","Other (non-capitals)","43"
"4726","16-May-09","Nielsen","GRN","Other (non-capitals)","6"
"4727","16-May-09","Nielsen","IND","Other (non-capitals)","2"
"4728","16-May-09","Nielsen","FFP","Other (non-capitals)","1"
"4729","16-May-09","Nielsen","OTH","Other (non-capitals)","3"
"4730","31-Mar-09","Newspoll","ALP","Other (non-capitals)","42"
"4731","31-Mar-09","Newspoll","GRN","Other (non-capitals)","8"
"4732","31-Mar-09","Newspoll","OTH","Other (non-capitals)","11"
"4733","31-Mar-09","Newspoll","COAL","Other (non-capitals)","39"
"4734","27-Mar-09","Nielsen","ALP","Other (non-capitals)","42"
"4735","27-Mar-09","Nielsen","COAL","Other (non-capitals)","41"
"4736","27-Mar-09","Nielsen","GRN","Other (non-capitals)","9"
"4737","27-Mar-09","Nielsen","IND","Other (non-capitals)","3"
"4738","27-Mar-09","Nielsen","FFP","Other (non-capitals)","2"
"4739","27-Mar-09","Nielsen","OTH","Other (non-capitals)","3"
"4740","31-Dec-08","Newspoll","ALP","Other (non-capitals)","42"
"4741","31-Dec-08","Newspoll","GRN","Other (non-capitals)","10"
"4742","31-Dec-08","Newspoll","OTH","Other (non-capitals)","9"
"4743","31-Dec-08","Newspoll","COAL","Other (non-capitals)","39"
"4744","15-Nov-08","Nielsen","ALP","Other (non-capitals)","40"
"4745","15-Nov-08","Nielsen","COAL","Other (non-capitals)","43"
"4746","15-Nov-08","Nielsen","GRN","Other (non-capitals)","9"
"4747","15-Nov-08","Nielsen","IND","Other (non-capitals)","3"
"4748","15-Nov-08","Nielsen","FFP","Other (non-capitals)","2"
"4749","15-Nov-08","Nielsen","OTH","Other (non-capitals)","2"
"4750","18-Oct-08","Nielsen","ALP","Other (non-capitals)","44"
"4751","18-Oct-08","Nielsen","COAL","Other (non-capitals)","39"
"4752","18-Oct-08","Nielsen","GRN","Other (non-capitals)","8"
"4753","18-Oct-08","Nielsen","IND","Other (non-capitals)","4"
"4754","18-Oct-08","Nielsen","FFP","Other (non-capitals)","2"
"4755","18-Oct-08","Nielsen","OTH","Other (non-capitals)","3"
"4756","30-Sep-08","Newspoll","ALP","Other (non-capitals)","42"
"4757","30-Sep-08","Newspoll","GRN","Other (non-capitals)","8"
"4758","30-Sep-08","Newspoll","OTH","Other (non-capitals)","10"
"4759","30-Sep-08","Newspoll","COAL","Other (non-capitals)","40"
"4760","20-Sep-08","Nielsen","ALP","Other (non-capitals)","43"
"4761","20-Sep-08","Nielsen","COAL","Other (non-capitals)","43"
"4762","20-Sep-08","Nielsen","GRN","Other (non-capitals)","9"
"4763","20-Sep-08","Nielsen","IND","Other (non-capitals)","4"
"4764","20-Sep-08","Nielsen","FFP","Other (non-capitals)","1"
"4765","20-Sep-08","Nielsen","OTH","Other (non-capitals)","2"
"4766","30-Jun-08","Newspoll","ALP","Other (non-capitals)","44"
"4767","30-Jun-08","Newspoll","GRN","Other (non-capitals)","8"
"4768","30-Jun-08","Newspoll","OTH","Other (non-capitals)","9"
"4769","30-Jun-08","Newspoll","COAL","Other (non-capitals)","39"
"4770","14-Jun-08","Nielsen","ALP","Other (non-capitals)","42"
"4771","14-Jun-08","Nielsen","COAL","Other (non-capitals)","40"
"4772","14-Jun-08","Nielsen","GRN","Other (non-capitals)","10"
"4773","14-Jun-08","Nielsen","IND","Other (non-capitals)","3"
"4774","14-Jun-08","Nielsen","FFP","Other (non-capitals)","2"
"4775","14-Jun-08","Nielsen","OTH","Other (non-capitals)","3"
"4776","17-May-08","Nielsen","ALP","Other (non-capitals)","45"
"4777","17-May-08","Nielsen","COAL","Other (non-capitals)","40"
"4778","17-May-08","Nielsen","GRN","Other (non-capitals)","8"
"4779","17-May-08","Nielsen","IND","Other (non-capitals)","3"
"4780","17-May-08","Nielsen","FFP","Other (non-capitals)","2"
"4781","17-May-08","Nielsen","OTH","Other (non-capitals)","2"
"4782","30-Mar-08","Newspoll","ALP","Other (non-capitals)","44"
"4783","30-Mar-08","Newspoll","GRN","Other (non-capitals)","9"
"4784","30-Mar-08","Newspoll","OTH","Other (non-capitals)","9"
"4785","30-Mar-08","Newspoll","COAL","Other (non-capitals)","38"
"4786","18-Nov-07","Newspoll","ALP","Other (non-capitals)","44"
"4787","18-Nov-07","Newspoll","GRN","Other (non-capitals)","6"
"4788","18-Nov-07","Newspoll","OTH","Other (non-capitals)","7"
"4789","18-Nov-07","Newspoll","COAL","Other (non-capitals)","43"
"4790","11-Nov-07","Newspoll","ALP","Other (non-capitals)","45"
"4791","11-Nov-07","Newspoll","GRN","Other (non-capitals)","5"
"4792","11-Nov-07","Newspoll","OTH","Other (non-capitals)","7"
"4793","11-Nov-07","Newspoll","COAL","Other (non-capitals)","43"
"4794","04-Nov-07","Newspoll","ALP","Other (non-capitals)","46"
"4795","04-Nov-07","Newspoll","GRN","Other (non-capitals)","4"
"4796","04-Nov-07","Newspoll","OTH","Other (non-capitals)","7"
"4797","04-Nov-07","Newspoll","COAL","Other (non-capitals)","43"
"4798","28-Oct-07","Newspoll","ALP","Other (non-capitals)","49"
"4799","28-Oct-07","Newspoll","GRN","Other (non-capitals)","3"
"4800","28-Oct-07","Newspoll","OTH","Other (non-capitals)","6"
"4801","28-Oct-07","Newspoll","COAL","Other (non-capitals)","42"
"4802","30-Sep-07","Newspoll","ALP","Other (non-capitals)","44"
"4803","30-Sep-07","Newspoll","GRN","Other (non-capitals)","4"
"4804","30-Sep-07","Newspoll","OTH","Other (non-capitals)","9"
"4805","30-Sep-07","Newspoll","COAL","Other (non-capitals)","43"
"4806","08-Sep-07","Nielsen","ALP","Other (non-capitals)","51"
"4807","08-Sep-07","Nielsen","COAL","Other (non-capitals)","38"
"4808","08-Sep-07","Nielsen","GRN","Other (non-capitals)","6"
"4809","08-Sep-07","Nielsen","IND","Other (non-capitals)","2"
"4810","08-Sep-07","Nielsen","FFP","Other (non-capitals)","1"
"4811","08-Sep-07","Nielsen","OTH","Other (non-capitals)","1"
"4812","30-Jul-07","Newspoll","ALP","Other (non-capitals)","48"
"4813","30-Jul-07","Newspoll","GRN","Other (non-capitals)","4"
"4814","30-Jul-07","Newspoll","OTH","Other (non-capitals)","10"
"4815","30-Jul-07","Newspoll","COAL","Other (non-capitals)","38"
"4816","31-Mar-07","Newspoll","ALP","Other (non-capitals)","46"
"4817","31-Mar-07","Newspoll","GRN","Other (non-capitals)","4"
"4818","31-Mar-07","Newspoll","OTH","Other (non-capitals)","10"
"4819","31-Mar-07","Newspoll","COAL","Other (non-capitals)","40"
"4820","30-Nov-06","Newspoll","ALP","Other (non-capitals)","36"
"4821","30-Nov-06","Newspoll","GRN","Other (non-capitals)","6"
"4822","30-Nov-06","Newspoll","OTH","Other (non-capitals)","14"
"4823","30-Nov-06","Newspoll","COAL","Other (non-capitals)","44"
"4824","30-Sep-06","Newspoll","ALP","Other (non-capitals)","39"
"4825","30-Sep-06","Newspoll","GRN","Other (non-capitals)","4"
"4826","30-Sep-06","Newspoll","OTH","Other (non-capitals)","13"
"4827","30-Sep-06","Newspoll","COAL","Other (non-capitals)","44"
"4828","30-Jun-06","Newspoll","COAL","Other (non-capitals)","45"
"4829","30-Jun-06","Newspoll","ALP","Other (non-capitals)","37"
"4830","30-Jun-06","Newspoll","GRN","Other (non-capitals)","5"
"4831","30-Jun-06","Newspoll","OTH","Other (non-capitals)","13"
"4832","31-Mar-06","Newspoll","COAL","Other (non-capitals)","46"
"4833","31-Mar-06","Newspoll","ALP","Other (non-capitals)","35"
"4834","31-Mar-06","Newspoll","GRN","Other (non-capitals)","4"
"4835","31-Mar-06","Newspoll","OTH","Other (non-capitals)","15"
"4836","31-Dec-05","Newspoll","COAL","Other (non-capitals)","42"
"4837","31-Dec-05","Newspoll","ALP","Other (non-capitals)","38"
"4838","31-Dec-05","Newspoll","GRN","Other (non-capitals)","6"
"4839","31-Dec-05","Newspoll","OTH","Other (non-capitals)","14"
"4840","30-Sep-05","Newspoll","COAL","Other (non-capitals)","44"
"4841","30-Sep-05","Newspoll","ALP","Other (non-capitals)","37"
"4842","30-Sep-05","Newspoll","GRN","Other (non-capitals)","5"
"4843","30-Sep-05","Newspoll","OTH","Other (non-capitals)","14"
"4844","30-Jun-05","Newspoll","COAL","Other (non-capitals)","48"
"4845","30-Jun-05","Newspoll","ALP","Other (non-capitals)","36"
"4846","30-Jun-05","Newspoll","GRN","Other (non-capitals)","5"
"4847","30-Jun-05","Newspoll","OTH","Other (non-capitals)","11"
"4848","31-Mar-05","Newspoll","COAL","Other (non-capitals)","49"
"4849","31-Mar-05","Newspoll","ALP","Other (non-capitals)","35"
"4850","31-Mar-05","Newspoll","GRN","Other (non-capitals)","5"
"4851","31-Mar-05","Newspoll","OTH","Other (non-capitals)","11"
"4852","03-Oct-04","Newspoll","COAL","Other (non-capitals)","47"
"4853","03-Oct-04","Newspoll","ALP","Other (non-capitals)","37"
"4854","03-Oct-04","Newspoll","OTH","Other (non-capitals)","12"
"4855","03-Oct-04","Newspoll","GRN","Other (non-capitals)","4"
"4856","26-Sep-04","Newspoll","COAL","Other (non-capitals)","44"
"4857","26-Sep-04","Newspoll","ALP","Other (non-capitals)","39"
"4858","26-Sep-04","Newspoll","OTH","Other (non-capitals)","13"
"4859","26-Sep-04","Newspoll","GRN","Other (non-capitals)","4"
"4860","19-Sep-04","Newspoll","COAL","Other (non-capitals)","46"
"4861","19-Sep-04","Newspoll","ALP","Other (non-capitals)","39"
"4862","19-Sep-04","Newspoll","OTH","Other (non-capitals)","10"
"4863","19-Sep-04","Newspoll","GRN","Other (non-capitals)","5"
"4864","12-Sep-04","Newspoll","COAL","Other (non-capitals)","49"
"4865","12-Sep-04","Newspoll","ALP","Other (non-capitals)","38"
"4866","12-Sep-04","Newspoll","OTH","Other (non-capitals)","7"
"4867","12-Sep-04","Newspoll","GRN","Other (non-capitals)","6"
"4868","31-Aug-04","Newspoll","COAL","Other (non-capitals)","43"
"4869","31-Aug-04","Newspoll","ALP","Other (non-capitals)","40"
"4870","31-Aug-04","Newspoll","OTH","Other (non-capitals)","17"
"4871","30-Jun-04","Newspoll","COAL","Other (non-capitals)","46"
"4872","30-Jun-04","Newspoll","ALP","Other (non-capitals)","40"
"4873","30-Jun-04","Newspoll","OTH","Other (non-capitals)","11"
"4874","30-Jun-04","Newspoll","GRN","Other (non-capitals)","3"
"4875","31-Mar-04","Newspoll","COAL","Other (non-capitals)","45"
"4876","31-Mar-04","Newspoll","ALP","Other (non-capitals)","38"
"4877","31-Mar-04","Newspoll","GRN","Other (non-capitals)","4"
"4878","31-Mar-04","Newspoll","OTH","Other (non-capitals)","13"
"4879","31-Dec-03","Newspoll","COAL","Other (non-capitals)","44"
"4880","31-Dec-03","Newspoll","ALP","Other (non-capitals)","36"
"4881","31-Dec-03","Newspoll","OTH","Other (non-capitals)","20"
"4882","30-Sep-03","Newspoll","COAL","Other (non-capitals)","46"
"4883","30-Sep-03","Newspoll","ALP","Other (non-capitals)","34"
"4884","30-Sep-03","Newspoll","OTH","Other (non-capitals)","15"
"4885","30-Sep-03","Newspoll","GRN","Other (non-capitals)","5"
"4886","30-Jun-03","Newspoll","COAL","Other (non-capitals)","47"
"4887","30-Jun-03","Newspoll","ALP","Other (non-capitals)","34"
"4888","30-Jun-03","Newspoll","OTH","Other (non-capitals)","19"
"4889","31-Mar-03","Newspoll","COAL","Other (non-capitals)","47"
"4890","31-Mar-03","Newspoll","ALP","Other (non-capitals)","33"
"4891","31-Mar-03","Newspoll","OTH","Other (non-capitals)","20"
"4892","31-Dec-02","Newspoll","COAL","Other (non-capitals)","47"
"4893","31-Dec-02","Newspoll","ALP","Other (non-capitals)","35"
"4894","31-Dec-02","Newspoll","OTH","Other (non-capitals)","18"
"4895","30-Sep-02","Newspoll","COAL","Other (non-capitals)","43"
"4896","30-Sep-02","Newspoll","ALP","Other (non-capitals)","38"
"4897","30-Sep-02","Newspoll","OTH","Other (non-capitals)","15"
"4898","30-Sep-02","Newspoll","GRN","Other (non-capitals)","4"
"4899","30-Jun-02","Newspoll","COAL","Other (non-capitals)","43"
"4900","30-Jun-02","Newspoll","ALP","Other (non-capitals)","37"
"4901","30-Jun-02","Newspoll","OTH","Other (non-capitals)","17"
"4902","30-Jun-02","Newspoll","GRN","Other (non-capitals)","3"
"4903","31-Mar-02","Newspoll","COAL","Other (non-capitals)","47"
"4904","31-Mar-02","Newspoll","ALP","Other (non-capitals)","34"
"4905","31-Mar-02","Newspoll","OTH","Other (non-capitals)","19"
"4906","28-Oct-01","Newspoll","ALP","Other (non-capitals)","35"
"4907","28-Oct-01","Newspoll","COAL","Other (non-capitals)","50"
"4908","28-Oct-01","Newspoll","OTH","Other (non-capitals)","15"
"4909","30-Sep-01","Newspoll","COAL","Other (non-capitals)","46"
"4910","30-Sep-01","Newspoll","ALP","Other (non-capitals)","36"
"4911","30-Sep-01","Newspoll","GRN","Other (non-capitals)","3"
"4912","30-Sep-01","Newspoll","OTH","Other (non-capitals)","15"
"4913","30-Jun-01","Newspoll","COAL","Other (non-capitals)","40"
"4914","30-Jun-01","Newspoll","ALP","Other (non-capitals)","40"
"4915","30-Jun-01","Newspoll","GRN","Other (non-capitals)","3"
"4916","30-Jun-01","Newspoll","OTH","Other (non-capitals)","17"
"4917","31-Mar-01","Newspoll","COAL","Other (non-capitals)","42"
"4918","31-Mar-01","Newspoll","ALP","Other (non-capitals)","42"
"4919","31-Mar-01","Newspoll","GRN","Other (non-capitals)","3"
"4920","31-Mar-01","Newspoll","OTH","Other (non-capitals)","13"
"4921","31-Dec-00","Newspoll","COAL","Other (non-capitals)","44"
"4922","31-Dec-00","Newspoll","ALP","Other (non-capitals)","40"
"4923","31-Dec-00","Newspoll","GRN","Other (non-capitals)","2"
"4924","31-Dec-00","Newspoll","OTH","Other (non-capitals)","14"
"4925","30-Sep-00","Newspoll","COAL","Other (non-capitals)","47"
"4926","30-Sep-00","Newspoll","ALP","Other (non-capitals)","40"
"4927","30-Sep-00","Newspoll","OTH","Other (non-capitals)","13"
"4928","30-Jun-00","Newspoll","COAL","Other (non-capitals)","44"
"4929","30-Jun-00","Newspoll","ALP","Other (non-capitals)","41"
"4930","30-Jun-00","Newspoll","OTH","Other (non-capitals)","15"
"4931","31-Mar-00","Newspoll","COAL","Other (non-capitals)","46"
"4932","31-Mar-00","Newspoll","ALP","Other (non-capitals)","42"
"4933","31-Mar-00","Newspoll","OTH","Other (non-capitals)","12"
"4934","31-Dec-99","Newspoll","COAL","Other (non-capitals)","48"
"4935","31-Dec-99","Newspoll","ALP","Other (non-capitals)","40"
"4936","31-Dec-99","Newspoll","OTH","Other (non-capitals)","12"
"4937","17-May-14","Nielsen","ALP","Male","39"
"4938","17-May-14","Nielsen","COAL","Male","38"
"4939","17-May-14","Nielsen","GRN","Male","12"
"4940","17-May-14","Nielsen","PUP","Male","6"
"4941","17-May-14","Nielsen","OTH","Male","5"
"4942","12-Apr-14","Nielsen","ALP","Male","32"
"4943","12-Apr-14","Nielsen","COAL","Male","41"
"4944","12-Apr-14","Nielsen","GRN","Male","17"
"4945","12-Apr-14","Nielsen","IND","Male","5"
"4946","12-Apr-14","Nielsen","OTH","Male","5"
"4947","31-Mar-14","Newspoll","ALP","Male","37"
"4948","31-Mar-14","Newspoll","COAL","Male","40"
"4949","31-Mar-14","Newspoll","GRN","Male","10"
"4950","31-Mar-14","Newspoll","OTH","Male","13"
"4951","15-Mar-14","Nielsen","ALP","Male","34"
"4952","15-Mar-14","Nielsen","COAL","Male","45"
"4953","15-Mar-14","Nielsen","GRN","Male","11"
"4954","15-Mar-14","Nielsen","PUP","Male","4"
"4955","15-Mar-14","Nielsen","OTH","Male","7"
"4956","15-Feb-14","Nielsen","ALP","Male","31"
"4957","15-Feb-14","Nielsen","COAL","Male","45"
"4958","15-Feb-14","Nielsen","GRN","Male","11"
"4959","15-Feb-14","Nielsen","IND","Male","6"
"4960","15-Feb-14","Nielsen","OTH","Male","7"
"4961","27-Dec-13","Newspoll","ALP","Male","33"
"4962","27-Dec-13","Newspoll","COAL","Male","44"
"4963","27-Dec-13","Newspoll","GRN","Male","9"
"4964","27-Dec-13","Newspoll","OTH","Male","14"
"4965","23-Nov-13","Nielsen","ALP","Male","36"
"4966","23-Nov-13","Nielsen","COAL","Male","44"
"4967","23-Nov-13","Nielsen","GRN","Male","9"
"4968","23-Nov-13","Nielsen","IND","Male","4"
"4969","23-Nov-13","Nielsen","OTH","Male","6"
"4974","22-Aug-13","Nielsen","ALP","Male","34"
"4975","22-Aug-13","Nielsen","COAL","Male","50"
"4976","22-Aug-13","Nielsen","GRN","Male","9"
"4977","22-Aug-13","Nielsen","IND","Male","3"
"4978","22-Aug-13","Nielsen","OTH","Male","5"
"4979","18-Aug-13","Newspoll","ALP","Male","33"
"4980","18-Aug-13","Newspoll","COAL","Male","49"
"4981","18-Aug-13","Newspoll","GRN","Male","8"
"4982","18-Aug-13","Newspoll","OTH","Male","10"
"4983","08-Aug-13","Nielsen","ALP","Male","36"
"4984","08-Aug-13","Nielsen","COAL","Male","49"
"4985","08-Aug-13","Nielsen","GRN","Male","8"
"4986","08-Aug-13","Nielsen","IND","Male","4"
"4987","08-Aug-13","Nielsen","OTH","Male","3"
"4988","13-Jul-13","Nielsen","ALP","Male","35"
"4989","13-Jul-13","Nielsen","COAL","Male","48"
"4990","13-Jul-13","Nielsen","GRN","Male","7"
"4991","13-Jul-13","Nielsen","IND","Male","6"
"4992","13-Jul-13","Nielsen","FFP","Male","1"
"4993","13-Jul-13","Nielsen","OTH","Male","3"
"4994","24-Jun-13","Newspoll","ALP","Male","28"
"4995","24-Jun-13","Newspoll","COAL","Male","50"
"4996","24-Jun-13","Newspoll","GRN","Male","9"
"4997","24-Jun-13","Newspoll","OTH","Male","13"
"4998","15-Jun-13","Nielsen","ALP","Male","24"
"4999","15-Jun-13","Nielsen","COAL","Male","52"
"5000","15-Jun-13","Nielsen","GRN","Male","10"
"5001","15-Jun-13","Nielsen","IND","Male","7"
"5002","15-Jun-13","Nielsen","FFP","Male","2"
"5003","15-Jun-13","Nielsen","OTH","Male","7"
"5004","18-May-13","Nielsen","ALP","Male","31"
"5005","18-May-13","Nielsen","COAL","Male","44"
"5006","18-May-13","Nielsen","GRN","Male","12"
"5007","18-May-13","Nielsen","IND","Male","6"
"5008","18-May-13","Nielsen","FFP","Male","2"
"5009","18-May-13","Nielsen","OTH","Male","6"
"5010","13-Apr-13","Nielsen","IND","Male","6"
"5011","13-Apr-13","Nielsen","FFP","Male","0"
"5012","13-Apr-13","Nielsen","COAL","Male","50"
"5013","13-Apr-13","Nielsen","ALP","Male","29"
"5014","13-Apr-13","Nielsen","GRN","Male","9"
"5015","13-Apr-13","Nielsen","OTH","Male","4"
"5016","31-Mar-13","Newspoll","COAL","Male","49"
"5017","31-Mar-13","Newspoll","ALP","Male","31"
"5018","31-Mar-13","Newspoll","GRN","Male","9"
"5019","31-Mar-13","Newspoll","OTH","Male","11"
"5020","16-Mar-13","Nielsen","IND","Male","6"
"5021","16-Mar-13","Nielsen","FFP","Male","1"
"5022","16-Mar-13","Nielsen","COAL","Male","48"
"5023","16-Mar-13","Nielsen","ALP","Male","28"
"5024","16-Mar-13","Nielsen","GRN","Male","12"
"5025","16-Mar-13","Nielsen","OTH","Male","5"
"5026","16-Feb-13","Nielsen","IND","Male","7"
"5027","16-Feb-13","Nielsen","FFP","Male","2"
"5028","16-Feb-13","Nielsen","COAL","Male","48"
"5029","16-Feb-13","Nielsen","ALP","Male","30"
"5030","16-Feb-13","Nielsen","GRN","Male","9"
"5031","16-Feb-13","Nielsen","OTH","Male","4"
"5032","31-Dec-12","Newspoll","COAL","Male","45"
"5033","31-Dec-12","Newspoll","ALP","Male","33"
"5034","31-Dec-12","Newspoll","GRN","Male","11"
"5035","31-Dec-12","Newspoll","OTH","Male","11"
"5036","15-Dec-12","Nielsen","IND","Male","5"
"5037","15-Dec-12","Nielsen","FFP","Male","1"
"5038","15-Dec-12","Nielsen","COAL","Male","47"
"5039","15-Dec-12","Nielsen","ALP","Male","32"
"5040","15-Dec-12","Nielsen","GRN","Male","9"
"5041","15-Dec-12","Nielsen","OTH","Male","6"
"5042","17-Nov-12","Nielsen","IND","Male","4"
"5043","17-Nov-12","Nielsen","FFP","Male","2"
"5044","17-Nov-12","Nielsen","COAL","Male","49"
"5045","17-Nov-12","Nielsen","ALP","Male","31"
"5046","17-Nov-12","Nielsen","GRN","Male","10"
"5047","17-Nov-12","Nielsen","OTH","Male","3"
"5048","20-Oct-12","Nielsen","IND","Male","7"
"5049","20-Oct-12","Nielsen","FFP","Male","0.5"
"5050","20-Oct-12","Nielsen","COAL","Male","44"
"5051","20-Oct-12","Nielsen","ALP","Male","33"
"5052","20-Oct-12","Nielsen","GRN","Male","12"
"5053","20-Oct-12","Nielsen","OTH","Male","5"
"5054","30-Sep-12","Newspoll","COAL","Male","48"
"5055","30-Sep-12","Newspoll","ALP","Male","31"
"5056","30-Sep-12","Newspoll","GRN","Male","9"
"5057","30-Sep-12","Newspoll","OTH","Male","12"
"5058","15-Sep-12","Nielsen","IND","Male","5"
"5059","15-Sep-12","Nielsen","FFP","Male","1"
"5060","15-Sep-12","Nielsen","COAL","Male","47"
"5061","15-Sep-12","Nielsen","ALP","Male","32"
"5062","15-Sep-12","Nielsen","GRN","Male","9"
"5063","15-Sep-12","Nielsen","OTH","Male","5"
"5064","25-Aug-12","Nielsen","IND","Male","6"
"5065","25-Aug-12","Nielsen","FFP","Male","2"
"5066","25-Aug-12","Nielsen","COAL","Male","48"
"5067","25-Aug-12","Nielsen","ALP","Male","30"
"5068","25-Aug-12","Nielsen","GRN","Male","11"
"5069","25-Aug-12","Nielsen","OTH","Male","5"
"5070","28-Jul-12","Nielsen","IND","Male","5"
"5071","28-Jul-12","Nielsen","FFP","Male","1"
"5072","28-Jul-12","Nielsen","COAL","Male","50"
"5073","28-Jul-12","Nielsen","ALP","Male","29"
"5074","28-Jul-12","Nielsen","GRN","Male","10"
"5075","28-Jul-12","Nielsen","OTH","Male","4"
"5076","30-Jun-12","Nielsen","IND","Male","6"
"5077","30-Jun-12","Nielsen","FFP","Male","1"
"5078","30-Jun-12","Nielsen","COAL","Male","50"
"5079","30-Jun-12","Newspoll","COAL","Male","49"
"5080","30-Jun-12","Nielsen","ALP","Male","28"
"5081","30-Jun-12","Nielsen","GRN","Male","10"
"5082","30-Jun-12","Nielsen","OTH","Male","6"
"5083","30-Jun-12","Newspoll","ALP","Male","28"
"5084","30-Jun-12","Newspoll","GRN","Male","11"
"5085","30-Jun-12","Newspoll","OTH","Male","12"
"5086","02-Jun-12","Nielsen","IND","Male","4"
"5087","02-Jun-12","Nielsen","FFP","Male","2"
"5088","02-Jun-12","Nielsen","COAL","Male","50"
"5089","02-Jun-12","Nielsen","ALP","Male","27"
"5090","02-Jun-12","Nielsen","GRN","Male","13"
"5091","02-Jun-12","Nielsen","OTH","Male","5"
"5092","31-Mar-12","Nielsen","IND","Male","8"
"5093","31-Mar-12","Nielsen","FFP","Male","3"
"5094","31-Mar-12","Nielsen","COAL","Male","50"
"5095","31-Mar-12","Newspoll","COAL","Male","46"
"5096","31-Mar-12","Nielsen","ALP","Male","24"
"5097","31-Mar-12","Nielsen","GRN","Male","12"
"5098","31-Mar-12","Nielsen","OTH","Male","4"
"5099","31-Mar-12","Newspoll","ALP","Male","30"
"5100","31-Mar-12","Newspoll","GRN","Male","11"
"5101","31-Mar-12","Newspoll","OTH","Male","13"
"5102","23-Feb-12","Nielsen","IND","Male","7"
"5103","23-Feb-12","Nielsen","FFP","Male","1"
"5104","23-Feb-12","Nielsen","COAL","Male","44"
"5105","23-Feb-12","Nielsen","OTH","Male","2"
"5106","23-Feb-12","Nielsen","ALP","Male","33"
"5107","23-Feb-12","Nielsen","GRN","Male","12"
"5108","02-Feb-12","Nielsen","IND","Male","5"
"5109","02-Feb-12","Nielsen","FFP","Male","1"
"5110","02-Feb-12","Nielsen","COAL","Male","45"
"5111","02-Feb-12","Nielsen","OTH","Male","3"
"5112","02-Feb-12","Nielsen","ALP","Male","32"
"5113","02-Feb-12","Nielsen","GRN","Male","13"
"5114","31-Dec-11","Newspoll","COAL","Male","49"
"5115","31-Dec-11","Newspoll","OTH","Male","12"
"5116","31-Dec-11","Newspoll","ALP","Male","29"
"5117","31-Dec-11","Newspoll","GRN","Male","10"
"5118","10-Dec-11","Nielsen","IND","Male","6"
"5119","10-Dec-11","Nielsen","FFP","Male","3"
"5120","10-Dec-11","Nielsen","COAL","Male","51"
"5121","10-Dec-11","Nielsen","OTH","Male","4"
"5122","10-Dec-11","Nielsen","ALP","Male","28"
"5123","10-Dec-11","Nielsen","GRN","Male","9"
"5124","12-Nov-11","Nielsen","IND","Male","8"
"5125","12-Nov-11","Nielsen","FFP","Male","1"
"5126","12-Nov-11","Nielsen","COAL","Male","45"
"5127","12-Nov-11","Nielsen","OTH","Male","5"
"5128","12-Nov-11","Nielsen","ALP","Male","28"
"5129","12-Nov-11","Nielsen","GRN","Male","13"
"5130","15-Oct-11","Nielsen","IND","Male","5"
"5131","15-Oct-11","Nielsen","FFP","Male","2"
"5132","15-Oct-11","Nielsen","COAL","Male","48"
"5133","15-Oct-11","Nielsen","OTH","Male","5"
"5134","15-Oct-11","Nielsen","ALP","Male","29"
"5135","15-Oct-11","Nielsen","GRN","Male","12"
"5136","30-Sep-11","Newspoll","COAL","Male","50"
"5137","30-Sep-11","Newspoll","OTH","Male","12"
"5138","30-Sep-11","Newspoll","ALP","Male","27"
"5139","30-Sep-11","Newspoll","GRN","Male","11"
"5140","10-Sep-11","Nielsen","IND","Male","8"
"5141","10-Sep-11","Nielsen","FFP","Male","2"
"5142","10-Sep-11","Nielsen","COAL","Male","49"
"5143","10-Sep-11","Nielsen","OTH","Male","5"
"5144","10-Sep-11","Nielsen","ALP","Male","25"
"5145","10-Sep-11","Nielsen","GRN","Male","11"
"5146","13-Aug-11","Nielsen","IND","Male","8"
"5147","13-Aug-11","Nielsen","FFP","Male","2"
"5148","13-Aug-11","Nielsen","COAL","Male","50"
"5149","13-Aug-11","Nielsen","OTH","Male","4"
"5150","13-Aug-11","Nielsen","ALP","Male","26"
"5151","13-Aug-11","Nielsen","GRN","Male","10"
"5152","16-Jul-11","Nielsen","IND","Male","6"
"5153","16-Jul-11","Nielsen","FFP","Male","1"
"5154","16-Jul-11","Nielsen","COAL","Male","53"
"5155","16-Jul-11","Nielsen","OTH","Male","6"
"5156","16-Jul-11","Nielsen","ALP","Male","24"
"5157","16-Jul-11","Nielsen","GRN","Male","10"
"5158","30-Jun-11","Newspoll","COAL","Male","48"
"5159","30-Jun-11","Newspoll","OTH","Male","12"
"5160","30-Jun-11","Newspoll","ALP","Male","30"
"5161","30-Jun-11","Newspoll","GRN","Male","10"
"5162","16-Jun-11","Nielsen","IND","Male","5"
"5163","16-Jun-11","Nielsen","FFP","Male","2"
