"","poll.end.date","poll.source","party","variable","value"
"531","31-Mar-05","Newspoll","GRN","National","6"
"532","31-Mar-05","Newspoll","OTH","National","10"
"533","03-Oct-04","Newspoll","COAL","National","44"
"534","03-Oct-04","Newspoll","ALP","National","40"
"535","03-Oct-04","Newspoll","OTH","National","9"
"536","03-Oct-04","Newspoll","GRN","National","7"
"537","26-Sep-04","Newspoll","COAL","National","43"
"538","26-Sep-04","Newspoll","ALP","National","40"
"539","26-Sep-04","Newspoll","OTH","National","10"
"540","26-Sep-04","Newspoll","GRN","National","7"
"541","19-Sep-04","Newspoll","COAL","National","45"
"542","19-Sep-04","Newspoll","ALP","National","40"
"543","19-Sep-04","Newspoll","OTH","National","8"
"544","19-Sep-04","Newspoll","GRN","National","7"
"545","12-Sep-04","Newspoll","COAL","National","46"
"546","12-Sep-04","Newspoll","ALP","National","40"
"547","12-Sep-04","Newspoll","OTH","National","7"
"548","12-Sep-04","Newspoll","GRN","National","7"
"549","31-Aug-04","Newspoll","COAL","National","43"
"550","31-Aug-04","Newspoll","ALP","National","40"
"551","31-Aug-04","Newspoll","OTH","National","17"
"552","30-Jun-04","Newspoll","COAL","National","43"
"553","30-Jun-04","Newspoll","ALP","National","42"
"554","30-Jun-04","Newspoll","OTH","National","10"
"555","30-Jun-04","Newspoll","GRN","National","5"
"556","31-Mar-04","Newspoll","COAL","National","42"
"557","31-Mar-04","Newspoll","ALP","National","42"
"558","31-Mar-04","Newspoll","GRN","National","5"
"559","31-Mar-04","Newspoll","OTH","National","11"
"560","31-Dec-03","Newspoll","COAL","National","43"
"561","31-Dec-03","Newspoll","ALP","National","37"
"562","31-Dec-03","Newspoll","OTH","National","20"
"563","30-Sep-03","Newspoll","COAL","National","43"
"564","30-Sep-03","Newspoll","ALP","National","37"
"565","30-Sep-03","Newspoll","OTH","National","13"
"566","30-Sep-03","Newspoll","GRN","National","7"
"567","30-Jun-03","Newspoll","COAL","National","46"
"568","30-Jun-03","Newspoll","ALP","National","35"
"569","30-Jun-03","Newspoll","OTH","National","19"
"570","31-Mar-03","Newspoll","COAL","National","43"
"571","31-Mar-03","Newspoll","ALP","National","36"
"572","31-Mar-03","Newspoll","OTH","National","21"
"573","31-Dec-02","Newspoll","COAL","National","45"
"574","31-Dec-02","Newspoll","ALP","National","36"
"575","31-Dec-02","Newspoll","OTH","National","19"
"576","30-Sep-02","Newspoll","COAL","National","42"
"577","30-Sep-02","Newspoll","ALP","National","38"
"578","30-Sep-02","Newspoll","OTH","National","14"
"579","30-Sep-02","Newspoll","GRN","National","6"
"580","30-Jun-02","Newspoll","COAL","National","41"
"581","30-Jun-02","Newspoll","ALP","National","39"
"582","30-Jun-02","Newspoll","OTH","National","16"
"583","30-Jun-02","Newspoll","GRN","National","4"
"584","31-Mar-02","Newspoll","COAL","National","44"
"585","31-Mar-02","Newspoll","ALP","National","37"
"586","31-Mar-02","Newspoll","OTH","National","19"
"590","30-Sep-01","Newspoll","COAL","National","42"
"591","30-Sep-01","Newspoll","ALP","National","40"
"592","30-Sep-01","Newspoll","GRN","National","3"
"593","30-Sep-01","Newspoll","OTH","National","15"
"594","30-Jun-01","Newspoll","COAL","National","39"
"595","30-Jun-01","Newspoll","ALP","National","43"
"596","30-Jun-01","Newspoll","GRN","National","3"
"597","30-Jun-01","Newspoll","OTH","National","15"
"598","31-Mar-01","Newspoll","COAL","National","39"
"599","31-Mar-01","Newspoll","ALP","National","45"
"600","31-Mar-01","Newspoll","GRN","National","3"
"601","31-Mar-01","Newspoll","OTH","National","13"
"602","31-Dec-00","Newspoll","COAL","National","43"
"603","31-Dec-00","Newspoll","ALP","National","42"
"604","31-Dec-00","Newspoll","GRN","National","3"
"605","31-Dec-00","Newspoll","OTH","National","12"
"606","30-Sep-00","Newspoll","COAL","National","43"
"607","30-Sep-00","Newspoll","ALP","National","44"
"608","30-Sep-00","Newspoll","OTH","National","13"
"609","30-Jun-00","Newspoll","COAL","National","42"
"610","30-Jun-00","Newspoll","ALP","National","44"
"611","30-Jun-00","Newspoll","OTH","National","14"
"612","31-Mar-00","Newspoll","COAL","National","44"
"613","31-Mar-00","Newspoll","ALP","National","44"
"614","31-Mar-00","Newspoll","OTH","National","12"
"615","31-Dec-99","Newspoll","COAL","National","45"
"616","31-Dec-99","Newspoll","ALP","National","43"
"617","31-Dec-99","Newspoll","OTH","National","12"
"618","17-May-14","Nielsen","ALP","New South Wales","43"
"619","17-May-14","Nielsen","COAL","New South Wales","36"
"620","17-May-14","Nielsen","GRN","New South Wales","14"
"621","17-May-14","Nielsen","PUP","New South Wales","3"
"622","17-May-14","Nielsen","OTH","New South Wales","5"
"623","12-Apr-14","Nielsen","ALP","New South Wales","33"
"624","12-Apr-14","Nielsen","COAL","New South Wales","43"
"625","12-Apr-14","Nielsen","GRN","New South Wales","15"
"626","12-Apr-14","Nielsen","IND","New South Wales","3"
"627","12-Apr-14","Nielsen","OTH","New South Wales","6"
"628","31-Mar-14","Newspoll","ALP","New South Wales","38"
"629","31-Mar-14","Newspoll","COAL","New South Wales","40"
"630","31-Mar-14","Newspoll","GRN","New South Wales","11"
"631","31-Mar-14","Newspoll","OTH","New South Wales","11"
"632","15-Mar-14","Nielsen","ALP","New South Wales","36"
"633","15-Mar-14","Nielsen","COAL","New South Wales","45"
"634","15-Mar-14","Nielsen","GRN","New South Wales","11"
"635","15-Mar-14","Nielsen","PUP","New South Wales","2"
"636","15-Mar-14","Nielsen","OTH","New South Wales","7"
"637","15-Feb-14","Nielsen","ALP","New South Wales","34"
"638","15-Feb-14","Nielsen","COAL","New South Wales","45"
"639","15-Feb-14","Nielsen","GRN","New South Wales","13"
"640","15-Feb-14","Nielsen","IND","New South Wales","5"
"641","15-Feb-14","Nielsen","OTH","New South Wales","4"
"642","27-Dec-13","Newspoll","ALP","New South Wales","36"
"643","27-Dec-13","Newspoll","COAL","New South Wales","45"
"644","27-Dec-13","Newspoll","GRN","New South Wales","9"
"645","27-Dec-13","Newspoll","OTH","New South Wales","10"
"646","23-Nov-13","Nielsen","ALP","New South Wales","35"
"647","23-Nov-13","Nielsen","COAL","New South Wales","45"
"648","23-Nov-13","Nielsen","GRN","New South Wales","10"
"649","23-Nov-13","Nielsen","IND","New South Wales","4"
"650","23-Nov-13","Nielsen","OTH","New South Wales","6"
"651","05-Sep-13","Newspoll","ALP","New South Wales","35"
"652","05-Sep-13","Newspoll","COAL","New South Wales","46"
"653","05-Sep-13","Newspoll","GRN","New South Wales","8"
"654","05-Sep-13","Newspoll","OTH","New South Wales","11"
"655","22-Aug-13","Nielsen","ALP","New South Wales","34"
"656","22-Aug-13","Nielsen","COAL","New South Wales","50"
"657","22-Aug-13","Nielsen","GRN","New South Wales","9"
"658","22-Aug-13","Nielsen","IND","New South Wales","4"
"659","22-Aug-13","Nielsen","OTH","New South Wales","3"
"660","18-Aug-13","Newspoll","ALP","New South Wales","34"
"661","18-Aug-13","Newspoll","COAL","New South Wales","51"
"662","18-Aug-13","Newspoll","GRN","New South Wales","7"
"663","18-Aug-13","Newspoll","OTH","New South Wales","8"
"664","08-Aug-13","Nielsen","ALP","New South Wales","39"
"665","08-Aug-13","Nielsen","COAL","New South Wales","47"
"666","08-Aug-13","Nielsen","GRN","New South Wales","8"
"667","08-Aug-13","Nielsen","IND","New South Wales","3"
"668","08-Aug-13","Nielsen","OTH","New South Wales","2"
"669","13-Jul-13","Nielsen","ALP","New South Wales","40"
"670","13-Jul-13","Nielsen","COAL","New South Wales","44"
"671","13-Jul-13","Nielsen","GRN","New South Wales","9"
"672","13-Jul-13","Nielsen","IND","New South Wales","6"
"673","13-Jul-13","Nielsen","FFP","New South Wales","0"
"674","13-Jul-13","Nielsen","OTH","New South Wales","1"
"675","24-Jun-13","Newspoll","ALP","New South Wales","30"
"676","24-Jun-13","Newspoll","COAL","New South Wales","48"
"677","24-Jun-13","Newspoll","GRN","New South Wales","9"
"678","24-Jun-13","Newspoll","OTH","New South Wales","13"
"679","15-Jun-13","Nielsen","ALP","New South Wales","27"
"680","15-Jun-13","Nielsen","COAL","New South Wales","53"
"681","15-Jun-13","Nielsen","GRN","New South Wales","9"
"682","15-Jun-13","Nielsen","IND","New South Wales","6"
"683","15-Jun-13","Nielsen","FFP","New South Wales","1"
"684","15-Jun-13","Nielsen","OTH","New South Wales","5"
"685","18-May-13","Nielsen","ALP","New South Wales","28"
"686","18-May-13","Nielsen","COAL","New South Wales","48"
"687","18-May-13","Nielsen","GRN","New South Wales","12"
"688","18-May-13","Nielsen","IND","New South Wales","5"
"689","18-May-13","Nielsen","FFP","New South Wales","2"
"690","18-May-13","Nielsen","OTH","New South Wales","5"
"691","13-Apr-13","Nielsen","IND","New South Wales","7"
"692","13-Apr-13","Nielsen","FFP","New South Wales","1"
"693","13-Apr-13","Nielsen","COAL","New South Wales","51"
"694","13-Apr-13","Nielsen","ALP","New South Wales","27"
"695","13-Apr-13","Nielsen","GRN","New South Wales","11"
"696","13-Apr-13","Nielsen","OTH","New South Wales","3"
"697","31-Mar-13","Newspoll","COAL","New South Wales","46"
"698","31-Mar-13","Newspoll","ALP","New South Wales","33"
"699","31-Mar-13","Newspoll","GRN","New South Wales","10"
"700","31-Mar-13","Newspoll","OTH","New South Wales","11"
"701","16-Mar-13","Nielsen","IND","New South Wales","6"
"702","16-Mar-13","Nielsen","FFP","New South Wales","0.5"
"703","16-Mar-13","Nielsen","COAL","New South Wales","49"
"704","16-Mar-13","Nielsen","ALP","New South Wales","30"
"705","16-Mar-13","Nielsen","GRN","New South Wales","9"
"706","16-Mar-13","Nielsen","OTH","New South Wales","6"
"707","16-Feb-13","Nielsen","IND","New South Wales","7"
"708","16-Feb-13","Nielsen","FFP","New South Wales","1"
"709","16-Feb-13","Nielsen","COAL","New South Wales","49"
"710","16-Feb-13","Nielsen","ALP","New South Wales","26"
"711","16-Feb-13","Nielsen","GRN","New South Wales","12"
"712","16-Feb-13","Nielsen","OTH","New South Wales","5"
"713","31-Dec-12","Newspoll","COAL","New South Wales","43"
"714","31-Dec-12","Newspoll","ALP","New South Wales","34"
"715","31-Dec-12","Newspoll","GRN","New South Wales","12"
"716","31-Dec-12","Newspoll","OTH","New South Wales","11"
"717","15-Dec-12","Nielsen","IND","New South Wales","6"
"718","15-Dec-12","Nielsen","FFP","New South Wales","1"
"719","15-Dec-12","Nielsen","COAL","New South Wales","41"
"720","15-Dec-12","Nielsen","ALP","New South Wales","34"
"721","15-Dec-12","Nielsen","GRN","New South Wales","13"
"722","15-Dec-12","Nielsen","OTH","New South Wales","6"
"723","17-Nov-12","Nielsen","IND","New South Wales","5"
"724","17-Nov-12","Nielsen","FFP","New South Wales","2"
"725","17-Nov-12","Nielsen","COAL","New South Wales","48"
"726","17-Nov-12","Nielsen","ALP","New South Wales","32"
"727","17-Nov-12","Nielsen","GRN","New South Wales","10"
"728","17-Nov-12","Nielsen","OTH","New South Wales","3"
"729","20-Oct-12","Nielsen","IND","New South Wales","7"
"730","20-Oct-12","Nielsen","FFP","New South Wales","1"
"731","20-Oct-12","Nielsen","COAL","New South Wales","44"
"732","20-Oct-12","Nielsen","ALP","New South Wales","34"
"733","20-Oct-12","Nielsen","GRN","New South Wales","10"
"734","20-Oct-12","Nielsen","OTH","New South Wales","4"
"735","30-Sep-12","Newspoll","COAL","New South Wales","47"
"736","30-Sep-12","Newspoll","ALP","New South Wales","31"
"737","30-Sep-12","Newspoll","GRN","New South Wales","10"
"738","30-Sep-12","Newspoll","OTH","New South Wales","12"
"739","15-Sep-12","Nielsen","IND","New South Wales","6"
"740","15-Sep-12","Nielsen","FFP","New South Wales","0.5"
"741","15-Sep-12","Nielsen","COAL","New South Wales","45"
"742","15-Sep-12","Nielsen","ALP","New South Wales","35"
"743","15-Sep-12","Nielsen","GRN","New South Wales","9"
"744","15-Sep-12","Nielsen","OTH","New South Wales","4"
"745","25-Aug-12","Nielsen","IND","New South Wales","7"
"746","25-Aug-12","Nielsen","FFP","New South Wales","2"
"747","25-Aug-12","Nielsen","COAL","New South Wales","45"
"748","25-Aug-12","Nielsen","ALP","New South Wales","30"
"749","25-Aug-12","Nielsen","GRN","New South Wales","10"
"750","25-Aug-12","Nielsen","OTH","New South Wales","5"
"751","28-Jul-12","Nielsen","IND","New South Wales","5"
"752","28-Jul-12","Nielsen","FFP","New South Wales","1"
"753","28-Jul-12","Nielsen","COAL","New South Wales","45"
"754","28-Jul-12","Nielsen","ALP","New South Wales","30"
"755","28-Jul-12","Nielsen","GRN","New South Wales","14"
"756","28-Jul-12","Nielsen","OTH","New South Wales","4"
"757","30-Jun-12","Nielsen","IND","New South Wales","5"
"758","30-Jun-12","Nielsen","FFP","New South Wales","2"
"759","30-Jun-12","Nielsen","COAL","New South Wales","51"
"760","30-Jun-12","Newspoll","COAL","New South Wales","47"
"761","30-Jun-12","Nielsen","ALP","New South Wales","26"
"762","30-Jun-12","Nielsen","GRN","New South Wales","12"
"763","30-Jun-12","Nielsen","OTH","New South Wales","4"
"764","30-Jun-12","Newspoll","ALP","New South Wales","29"
"765","30-Jun-12","Newspoll","GRN","New South Wales","12"
"766","30-Jun-12","Newspoll","OTH","New South Wales","12"
"767","02-Jun-12","Nielsen","IND","New South Wales","7"
"768","02-Jun-12","Nielsen","FFP","New South Wales","1"
"769","02-Jun-12","Nielsen","COAL","New South Wales","49"
"770","02-Jun-12","Nielsen","ALP","New South Wales","25"
"771","02-Jun-12","Nielsen","GRN","New South Wales","14"
"772","02-Jun-12","Nielsen","OTH","New South Wales","4"
"773","31-Mar-12","Nielsen","IND","New South Wales","8"
"774","31-Mar-12","Nielsen","FFP","New South Wales","1"
"775","31-Mar-12","Nielsen","COAL","New South Wales","49"
"776","31-Mar-12","Newspoll","COAL","New South Wales","45"
"777","31-Mar-12","Nielsen","ALP","New South Wales","26"
"778","31-Mar-12","Nielsen","GRN","New South Wales","12"
"779","31-Mar-12","Nielsen","OTH","New South Wales","4"
"780","31-Mar-12","Newspoll","ALP","New South Wales","31"
"781","31-Mar-12","Newspoll","GRN","New South Wales","11"
"782","31-Mar-12","Newspoll","OTH","New South Wales","13"
"783","23-Feb-12","Nielsen","IND","New South Wales","7"
"784","23-Feb-12","Nielsen","FFP","New South Wales","1"
"785","23-Feb-12","Nielsen","COAL","New South Wales","42"
"786","23-Feb-12","Nielsen","OTH","New South Wales","3"
"787","23-Feb-12","Nielsen","ALP","New South Wales","35"
"788","23-Feb-12","Nielsen","GRN","New South Wales","13"
"789","02-Feb-12","Nielsen","IND","New South Wales","8"
"790","02-Feb-12","Nielsen","FFP","New South Wales","1"
"791","02-Feb-12","Nielsen","COAL","New South Wales","46"
"792","02-Feb-12","Nielsen","OTH","New South Wales","2"
"793","02-Feb-12","Nielsen","ALP","New South Wales","33"
"794","02-Feb-12","Nielsen","GRN","New South Wales","11"
"795","31-Dec-11","Newspoll","COAL","New South Wales","48"
"796","31-Dec-11","Newspoll","OTH","New South Wales","11"
"797","31-Dec-11","Newspoll","ALP","New South Wales","28"
"798","31-Dec-11","Newspoll","GRN","New South Wales","13"
"799","10-Dec-11","Nielsen","IND","New South Wales","6"
"800","10-Dec-11","Nielsen","FFP","New South Wales","1"
"801","10-Dec-11","Nielsen","COAL","New South Wales","49"
"802","10-Dec-11","Nielsen","OTH","New South Wales","5"
"803","10-Dec-11","Nielsen","ALP","New South Wales","28"
"804","10-Dec-11","Nielsen","GRN","New South Wales","11"
"805","12-Nov-11","Nielsen","IND","New South Wales","6"
"806","12-Nov-11","Nielsen","FFP","New South Wales","1"
"807","12-Nov-11","Nielsen","COAL","New South Wales","45"
"808","12-Nov-11","Nielsen","OTH","New South Wales","4"
"809","12-Nov-11","Nielsen","ALP","New South Wales","29"
"810","12-Nov-11","Nielsen","GRN","New South Wales","14"
"811","15-Oct-11","Nielsen","IND","New South Wales","5"
"812","15-Oct-11","Nielsen","FFP","New South Wales","1"
"813","15-Oct-11","Nielsen","COAL","New South Wales","45"
"814","15-Oct-11","Nielsen","OTH","New South Wales","5"
"815","15-Oct-11","Nielsen","ALP","New South Wales","32"
"816","15-Oct-11","Nielsen","GRN","New South Wales","12"
"817","30-Sep-11","Newspoll","COAL","New South Wales","50"
"818","30-Sep-11","Newspoll","OTH","New South Wales","11"
"819","30-Sep-11","Newspoll","ALP","New South Wales","26"
"820","30-Sep-11","Newspoll","GRN","New South Wales","13"
"821","10-Sep-11","Nielsen","IND","New South Wales","8"
"822","10-Sep-11","Nielsen","FFP","New South Wales","2"
"823","10-Sep-11","Nielsen","COAL","New South Wales","50"
"824","10-Sep-11","Nielsen","OTH","New South Wales","3"
"825","10-Sep-11","Nielsen","ALP","New South Wales","27"
"826","10-Sep-11","Nielsen","GRN","New South Wales","11"
"827","13-Aug-11","Nielsen","IND","New South Wales","7"
"828","13-Aug-11","Nielsen","FFP","New South Wales","2"
"829","13-Aug-11","Nielsen","COAL","New South Wales","47"
"830","13-Aug-11","Nielsen","OTH","New South Wales","5"
"831","13-Aug-11","Nielsen","ALP","New South Wales","25"
"832","13-Aug-11","Nielsen","GRN","New South Wales","15"
"833","16-Jul-11","Nielsen","IND","New South Wales","6"
"834","16-Jul-11","Nielsen","FFP","New South Wales","<0.5"
"835","16-Jul-11","Nielsen","COAL","New South Wales","50"
"836","16-Jul-11","Nielsen","OTH","New South Wales","5"
"837","16-Jul-11","Nielsen","ALP","New South Wales","26"
"838","16-Jul-11","Nielsen","GRN","New South Wales","13"
"839","30-Jun-11","Newspoll","COAL","New South Wales","45"
"840","30-Jun-11","Newspoll","OTH","New South Wales","14"
"841","30-Jun-11","Newspoll","ALP","New South Wales","30"
"842","30-Jun-11","Newspoll","GRN","New South Wales","11"
"843","16-Jun-11","Nielsen","IND","New South Wales","5"
"844","16-Jun-11","Nielsen","FFP","New South Wales","2"
"845","16-Jun-11","Nielsen","OTH","New South Wales","5"
"846","16-Jun-11","Nielsen","COAL","New South Wales","51"
"847","16-Jun-11","Nielsen","ALP","New South Wales","26"
"848","16-Jun-11","Nielsen","GRN","New South Wales","12"
"849","14-May-11","Nielsen","OTH","New South Wales","6"
"850","14-May-11","Nielsen","IND","New South Wales","8"
"851","14-May-11","Nielsen","FFP","New South Wales","1"
"852","14-May-11","Nielsen","COAL","New South Wales","48"
"853","14-May-11","Nielsen","ALP","New South Wales","28"
"854","14-May-11","Nielsen","GRN","New South Wales","9"
"855","10-May-11","Nielsen","OTH","New South Wales","5"
"856","10-May-11","Nielsen","ALP","New South Wales","25"
"857","10-May-11","Nielsen","COAL","New South Wales","53"
"858","10-May-11","Nielsen","IND","New South Wales","5"
"859","10-May-11","Nielsen","FFP","New South Wales","1"
"860","10-May-11","Nielsen","GRN","New South Wales","12"
"861","16-Apr-11","Nielsen","OTH","New South Wales","3"
"862","16-Apr-11","Nielsen","ALP","New South Wales","27"
"863","16-Apr-11","Nielsen","COAL","New South Wales","51"
"864","16-Apr-11","Nielsen","IND","New South Wales","7"
"865","16-Apr-11","Nielsen","FFP","New South Wales","1"
"866","16-Apr-11","Nielsen","GRN","New South Wales","11"
"867","31-Mar-11","Newspoll","OTH","New South Wales","12"
