"","poll.end.date","poll.source","prime.minister","opposition.leader","variable","value"
"11354",2003-05-18,"Morgan","MR JOHN HOWARD","MR SIMON CREAN","ALP",39
"11355",2003-05-18,"Morgan","MR JOHN HOWARD","MR SIMON CREAN","Greens",8
"11356",2003-05-18,"Morgan","MR JOHN HOWARD","MR SIMON CREAN","Democrats",3
"11357",2003-05-18,"Morgan","MR JOHN HOWARD","MR SIMON CREAN","Pauline Hanson One Nation",1.5
"11358",2003-05-18,"Morgan","MR JOHN HOWARD","MR SIMON CREAN","Others",5
"11359",2003-05-18,"Morgan","MR JOHN HOWARD","MR SIMON CREAN","Coalition (2pp)",50
"11360",2003-05-18,"Morgan","MR JOHN HOWARD","MR SIMON CREAN","Labor (2pp)",50
"11361",2003-05-18,"Newspoll","MR JOHN HOWARD","MR SIMON CREAN","Liberal",43
"11362",2003-05-18,"Newspoll","MR JOHN HOWARD","MR SIMON CREAN","National",4
"11363",2003-05-18,"Newspoll","MR JOHN HOWARD","MR SIMON CREAN","Coalition",47
"11364",2003-05-18,"Newspoll","MR JOHN HOWARD","MR SIMON CREAN","ALP",37
"11365",2003-05-18,"Newspoll","MR JOHN HOWARD","MR SIMON CREAN","Greens",6
"11366",2003-05-18,"Newspoll","MR JOHN HOWARD","MR SIMON CREAN","Democrats",2
"11367",2003-05-18,"Newspoll","MR JOHN HOWARD","MR SIMON CREAN","Others",8
"11368",2003-05-18,"Newspoll","MR JOHN HOWARD","MR SIMON CREAN","Coalition (2pp)",54
"11369",2003-05-18,"Newspoll","MR JOHN HOWARD","MR SIMON CREAN","Labor (2pp)",46
"11370",2003-05-18,"Newspoll","MR JOHN HOWARD","MR SIMON CREAN","Satisfied (PM)",61
"11371",2003-05-18,"Newspoll","MR JOHN HOWARD","MR SIMON CREAN","Dissatisfied (PM)",31
"11372",2003-05-18,"Newspoll","MR JOHN HOWARD","MR SIMON CREAN","Satisfied (LOTO)",24
"11373",2003-05-18,"Newspoll","MR JOHN HOWARD","MR SIMON CREAN","Dissatisfied (LOTO)",59
"11374",2003-05-18,"Newspoll","MR JOHN HOWARD","MR SIMON CREAN","Preferred Prime Minister (PM)",64
"11375",2003-05-18,"Newspoll","MR JOHN HOWARD","MR SIMON CREAN","Preferred Prime Minister (LOTO)",17
"11376",2003-05-18,"Nielsen","MR JOHN HOWARD","MR SIMON CREAN","Coalition",45
"11377",2003-05-18,"Nielsen","MR JOHN HOWARD","MR SIMON CREAN","ALP",38
"11378",2003-05-18,"Nielsen","MR JOHN HOWARD","MR SIMON CREAN","Greens",9
"11379",2003-05-18,"Nielsen","MR JOHN HOWARD","MR SIMON CREAN","Democrats",3
"11380",2003-05-18,"Nielsen","MR JOHN HOWARD","MR SIMON CREAN","Pauline Hanson One Nation",1
"11381",2003-05-18,"Nielsen","MR JOHN HOWARD","MR SIMON CREAN","Others",5
"11382",2003-05-18,"Nielsen","MR JOHN HOWARD","MR SIMON CREAN","Coalition (2pp)",51
"11383",2003-05-18,"Nielsen","MR JOHN HOWARD","MR SIMON CREAN","Labor (2pp)",49
"11384",2003-05-18,"Nielsen","MR JOHN HOWARD","MR SIMON CREAN","Satisfied (PM)",61
"11385",2003-05-18,"Nielsen","MR JOHN HOWARD","MR SIMON CREAN","Dissatisfied (PM)",33
"11386",2003-05-18,"Nielsen","MR JOHN HOWARD","MR SIMON CREAN","Satisfied (LOTO)",30
"11387",2003-05-18,"Nielsen","MR JOHN HOWARD","MR SIMON CREAN","Dissatisfied (LOTO)",56
"11388",2003-05-18,"Nielsen","MR JOHN HOWARD","MR SIMON CREAN","Preferred Prime Minister (PM)",61
"11389",2003-05-18,"Nielsen","MR JOHN HOWARD","MR SIMON CREAN","Preferred Prime Minister (LOTO)",23
"11390",2003-05-04,"Newspoll","MR JOHN HOWARD","MR SIMON CREAN","Liberal",43
"11391",2003-05-04,"Newspoll","MR JOHN HOWARD","MR SIMON CREAN","National",3
"11392",2003-05-04,"Newspoll","MR JOHN HOWARD","MR SIMON CREAN","Coalition",46
"11393",2003-05-04,"Newspoll","MR JOHN HOWARD","MR SIMON CREAN","ALP",36
"11394",2003-05-04,"Newspoll","MR JOHN HOWARD","MR SIMON CREAN","Greens",8
"11395",2003-05-04,"Newspoll","MR JOHN HOWARD","MR SIMON CREAN","Democrats",1
"11396",2003-05-04,"Newspoll","MR JOHN HOWARD","MR SIMON CREAN","Others",9
"11397",2003-05-04,"Newspoll","MR JOHN HOWARD","MR SIMON CREAN","Coalition (2pp)",54
"11398",2003-05-04,"Newspoll","MR JOHN HOWARD","MR SIMON CREAN","Labor (2pp)",46
"11399",2003-05-04,"Newspoll","MR JOHN HOWARD","MR SIMON CREAN","Satisfied (PM)",59
"11400",2003-05-04,"Newspoll","MR JOHN HOWARD","MR SIMON CREAN","Dissatisfied (PM)",33
"11401",2003-05-04,"Newspoll","MR JOHN HOWARD","MR SIMON CREAN","Satisfied (LOTO)",23
"11402",2003-05-04,"Newspoll","MR JOHN HOWARD","MR SIMON CREAN","Dissatisfied (LOTO)",62
"11403",2003-05-04,"Newspoll","MR JOHN HOWARD","MR SIMON CREAN","Preferred Prime Minister (PM)",63
"11404",2003-05-04,"Newspoll","MR JOHN HOWARD","MR SIMON CREAN","Preferred Prime Minister (LOTO)",16
"11405",2003-05-04,"Nielsen","MR JOHN HOWARD","MR SIMON CREAN","Coalition",47
"11406",2003-05-04,"Nielsen","MR JOHN HOWARD","MR SIMON CREAN","ALP",35
"11407",2003-05-04,"Nielsen","MR JOHN HOWARD","MR SIMON CREAN","Greens",9
"11408",2003-05-04,"Nielsen","MR JOHN HOWARD","MR SIMON CREAN","Democrats",3
"11409",2003-05-04,"Nielsen","MR JOHN HOWARD","MR SIMON CREAN","Pauline Hanson One Nation",1
"11410",2003-05-04,"Nielsen","MR JOHN HOWARD","MR SIMON CREAN","Others",4
"11411",2003-05-04,"Nielsen","MR JOHN HOWARD","MR SIMON CREAN","Coalition (2pp)",53
"11412",2003-05-04,"Nielsen","MR JOHN HOWARD","MR SIMON CREAN","Labor (2pp)",47
"11413",2003-05-04,"Nielsen","MR JOHN HOWARD","MR SIMON CREAN","Satisfied (PM)",61
"11414",2003-05-04,"Nielsen","MR JOHN HOWARD","MR SIMON CREAN","Dissatisfied (PM)",33
"11415",2003-05-04,"Nielsen","MR JOHN HOWARD","MR SIMON CREAN","Satisfied (LOTO)",25
"11416",2003-05-04,"Nielsen","MR JOHN HOWARD","MR SIMON CREAN","Dissatisfied (LOTO)",62
"11417",2003-05-04,"Nielsen","MR JOHN HOWARD","MR SIMON CREAN","Preferred Prime Minister (PM)",64
"11418",2003-05-04,"Nielsen","MR JOHN HOWARD","MR SIMON CREAN","Preferred Prime Minister (LOTO)",22
"11419",2003-04-20,"Morgan","MR JOHN HOWARD","MR SIMON CREAN","Coalition",47.5
"11420",2003-04-20,"Morgan","MR JOHN HOWARD","MR SIMON CREAN","ALP",35.5
"11421",2003-04-20,"Morgan","MR JOHN HOWARD","MR SIMON CREAN","Greens",10
"11422",2003-04-20,"Morgan","MR JOHN HOWARD","MR SIMON CREAN","Democrats",4.5
"11423",2003-04-20,"Morgan","MR JOHN HOWARD","MR SIMON CREAN","Pauline Hanson One Nation",1.5
"11424",2003-04-20,"Morgan","MR JOHN HOWARD","MR SIMON CREAN","Others",4
"11425",2003-04-20,"Morgan","MR JOHN HOWARD","MR SIMON CREAN","Coalition (2pp)",51
"11426",2003-04-20,"Morgan","MR JOHN HOWARD","MR SIMON CREAN","Labor (2pp)",49
"11427",2003-04-13,"Morgan","MR JOHN HOWARD","MR SIMON CREAN","Coalition",47
"11428",2003-04-13,"Morgan","MR JOHN HOWARD","MR SIMON CREAN","ALP",39
"11429",2003-04-13,"Morgan","MR JOHN HOWARD","MR SIMON CREAN","Greens",10
"11430",2003-04-13,"Morgan","MR JOHN HOWARD","MR SIMON CREAN","Democrats",3.5
"11431",2003-04-13,"Morgan","MR JOHN HOWARD","MR SIMON CREAN","Pauline Hanson One Nation",0.5
"11432",2003-04-13,"Morgan","MR JOHN HOWARD","MR SIMON CREAN","Others",4
"11433",2003-04-13,"Morgan","MR JOHN HOWARD","MR SIMON CREAN","Coalition (2pp)",49
"11434",2003-04-13,"Morgan","MR JOHN HOWARD","MR SIMON CREAN","Labor (2pp)",51
"11435",2003-04-13,"Newspoll","MR JOHN HOWARD","MR SIMON CREAN","Liberal",42
"11436",2003-04-13,"Newspoll","MR JOHN HOWARD","MR SIMON CREAN","National",4
"11437",2003-04-13,"Newspoll","MR JOHN HOWARD","MR SIMON CREAN","Coalition",46
"11438",2003-04-13,"Newspoll","MR JOHN HOWARD","MR SIMON CREAN","ALP",33
"11439",2003-04-13,"Newspoll","MR JOHN HOWARD","MR SIMON CREAN","Greens",8
"11440",2003-04-13,"Newspoll","MR JOHN HOWARD","MR SIMON CREAN","Democrats",2
"11441",2003-04-13,"Newspoll","MR JOHN HOWARD","MR SIMON CREAN","Pauline Hanson One Nation",1
"11442",2003-04-13,"Newspoll","MR JOHN HOWARD","MR SIMON CREAN","Others",10
"11443",2003-04-13,"Newspoll","MR JOHN HOWARD","MR SIMON CREAN","Coalition (2pp)",55
"11444",2003-04-13,"Newspoll","MR JOHN HOWARD","MR SIMON CREAN","Labor (2pp)",45
"11445",2003-04-13,"Newspoll","MR JOHN HOWARD","MR SIMON CREAN","Satisfied (PM)",58
"11446",2003-04-13,"Newspoll","MR JOHN HOWARD","MR SIMON CREAN","Dissatisfied (PM)",34
"11447",2003-04-13,"Newspoll","MR JOHN HOWARD","MR SIMON CREAN","Satisfied (LOTO)",24
"11448",2003-04-13,"Newspoll","MR JOHN HOWARD","MR SIMON CREAN","Dissatisfied (LOTO)",57
"11449",2003-04-13,"Newspoll","MR JOHN HOWARD","MR SIMON CREAN","Preferred Prime Minister (PM)",62
"11450",2003-04-13,"Newspoll","MR JOHN HOWARD","MR SIMON CREAN","Preferred Prime Minister (LOTO)",16
"11451",2003-04-06,"Morgan","MR JOHN HOWARD","MR SIMON CREAN","Coalition",43.5
"11452",2003-04-06,"Morgan","MR JOHN HOWARD","MR SIMON CREAN","ALP",42
"11453",2003-04-06,"Morgan","MR JOHN HOWARD","MR SIMON CREAN","Greens",9
"11454",2003-04-06,"Morgan","MR JOHN HOWARD","MR SIMON CREAN","Democrats",3
"11455",2003-04-06,"Morgan","MR JOHN HOWARD","MR SIMON CREAN","Pauline Hanson One Nation",1.5
"11456",2003-04-06,"Morgan","MR JOHN HOWARD","MR SIMON CREAN","Others",4.5
"11457",2003-04-06,"Morgan","MR JOHN HOWARD","MR SIMON CREAN","Coalition (2pp)",46
"11458",2003-04-06,"Morgan","MR JOHN HOWARD","MR SIMON CREAN","Labor (2pp)",54
"11459",2003-04-04,"Morgan","MR JOHN HOWARD","MR SIMON CREAN","Coalition",46
"11460",2003-04-04,"Morgan","MR JOHN HOWARD","MR SIMON CREAN","ALP",38
"11461",2003-04-04,"Morgan","MR JOHN HOWARD","MR SIMON CREAN","Greens",8
"11462",2003-04-04,"Morgan","MR JOHN HOWARD","MR SIMON CREAN","Democrats",3.5
"11463",2003-04-04,"Morgan","MR JOHN HOWARD","MR SIMON CREAN","Pauline Hanson One Nation",1.5
"11464",2003-04-04,"Morgan","MR JOHN HOWARD","MR SIMON CREAN","Others",5
"11465",2003-04-04,"Morgan","MR JOHN HOWARD","MR SIMON CREAN","Coalition (2pp)",50
"11466",2003-04-04,"Morgan","MR JOHN HOWARD","MR SIMON CREAN","Labor (2pp)",50
"11467",2003-03-30,"Newspoll","MR JOHN HOWARD","MR SIMON CREAN","Liberal",41
"11468",2003-03-30,"Newspoll","MR JOHN HOWARD","MR SIMON CREAN","National",5
"11469",2003-03-30,"Newspoll","MR JOHN HOWARD","MR SIMON CREAN","Coalition",46
"11470",2003-03-30,"Newspoll","MR JOHN HOWARD","MR SIMON CREAN","ALP",34
"11471",2003-03-30,"Newspoll","MR JOHN HOWARD","MR SIMON CREAN","Greens",9
"11472",2003-03-30,"Newspoll","MR JOHN HOWARD","MR SIMON CREAN","Democrats",2
"11473",2003-03-30,"Newspoll","MR JOHN HOWARD","MR SIMON CREAN","Pauline Hanson One Nation",1
"11474",2003-03-30,"Newspoll","MR JOHN HOWARD","MR SIMON CREAN","Others",8
"11475",2003-03-30,"Newspoll","MR JOHN HOWARD","MR SIMON CREAN","Coalition (2pp)",54
"11476",2003-03-30,"Newspoll","MR JOHN HOWARD","MR SIMON CREAN","Labor (2pp)",46
"11477",2003-03-30,"Newspoll","MR JOHN HOWARD","MR SIMON CREAN","Satisfied (PM)",58
"11478",2003-03-30,"Newspoll","MR JOHN HOWARD","MR SIMON CREAN","Dissatisfied (PM)",33
"11479",2003-03-30,"Newspoll","MR JOHN HOWARD","MR SIMON CREAN","Satisfied (LOTO)",23
"11480",2003-03-30,"Newspoll","MR JOHN HOWARD","MR SIMON CREAN","Dissatisfied (LOTO)",61
"11481",2003-03-30,"Newspoll","MR JOHN HOWARD","MR SIMON CREAN","Preferred Prime Minister (PM)",62
"11482",2003-03-30,"Newspoll","MR JOHN HOWARD","MR SIMON CREAN","Preferred Prime Minister (LOTO)",17
"11483",2003-03-23,"Morgan","MR JOHN HOWARD","MR SIMON CREAN","Coalition",48.5
"11484",2003-03-23,"Morgan","MR JOHN HOWARD","MR SIMON CREAN","ALP",36
"11485",2003-03-23,"Morgan","MR JOHN HOWARD","MR SIMON CREAN","Greens",9.5
"11486",2003-03-23,"Morgan","MR JOHN HOWARD","MR SIMON CREAN","Democrats",3
"11487",2003-03-23,"Morgan","MR JOHN HOWARD","MR SIMON CREAN","Pauline Hanson One Nation",1
"11488",2003-03-23,"Morgan","MR JOHN HOWARD","MR SIMON CREAN","Others",4.5
"11489",2003-03-23,"Morgan","MR JOHN HOWARD","MR SIMON CREAN","Coalition (2pp)",52.5
"11490",2003-03-23,"Morgan","MR JOHN HOWARD","MR SIMON CREAN","Labor (2pp)",47.5
"11491",2003-03-23,"Newspoll","MR JOHN HOWARD","MR SIMON CREAN","Liberal",41
"11492",2003-03-23,"Newspoll","MR JOHN HOWARD","MR SIMON CREAN","National",4
"11493",2003-03-23,"Newspoll","MR JOHN HOWARD","MR SIMON CREAN","Coalition",45
"11494",2003-03-23,"Newspoll","MR JOHN HOWARD","MR SIMON CREAN","ALP",34
"11495",2003-03-23,"Newspoll","MR JOHN HOWARD","MR SIMON CREAN","Greens",9
"11496",2003-03-23,"Newspoll","MR JOHN HOWARD","MR SIMON CREAN","Democrats",3
"11497",2003-03-23,"Newspoll","MR JOHN HOWARD","MR SIMON CREAN","Others",9
"11498",2003-03-23,"Newspoll","MR JOHN HOWARD","MR SIMON CREAN","Coalition (2pp)",53
"11499",2003-03-23,"Newspoll","MR JOHN HOWARD","MR SIMON CREAN","Labor (2pp)",47
"11500",2003-03-23,"Newspoll","MR JOHN HOWARD","MR SIMON CREAN","Satisfied (PM)",56
"11501",2003-03-23,"Newspoll","MR JOHN HOWARD","MR SIMON CREAN","Dissatisfied (PM)",35
"11502",2003-03-23,"Newspoll","MR JOHN HOWARD","MR SIMON CREAN","Satisfied (LOTO)",26
"11503",2003-03-23,"Newspoll","MR JOHN HOWARD","MR SIMON CREAN","Dissatisfied (LOTO)",58
"11504",2003-03-23,"Newspoll","MR JOHN HOWARD","MR SIMON CREAN","Preferred Prime Minister (PM)",60
"11505",2003-03-23,"Newspoll","MR JOHN HOWARD","MR SIMON CREAN","Preferred Prime Minister (LOTO)",19
"11506",2003-03-16,"Morgan","MR JOHN HOWARD","MR SIMON CREAN","Coalition",43
"11507",2003-03-16,"Morgan","MR JOHN HOWARD","MR SIMON CREAN","ALP",39.5
"11508",2003-03-16,"Morgan","MR JOHN HOWARD","MR SIMON CREAN","Greens",11
"11509",2003-03-16,"Morgan","MR JOHN HOWARD","MR SIMON CREAN","Democrats",3
"11510",2003-03-16,"Morgan","MR JOHN HOWARD","MR SIMON CREAN","Pauline Hanson One Nation",1
"11511",2003-03-16,"Morgan","MR JOHN HOWARD","MR SIMON CREAN","Others",6
"11512",2003-03-16,"Morgan","MR JOHN HOWARD","MR SIMON CREAN","Coalition (2pp)",46.5
"11513",2003-03-16,"Morgan","MR JOHN HOWARD","MR SIMON CREAN","Labor (2pp)",53.5
"11514",2003-03-16,"Newspoll","MR JOHN HOWARD","MR SIMON CREAN","Liberal",36
"11515",2003-03-16,"Newspoll","MR JOHN HOWARD","MR SIMON CREAN","National",6
"11516",2003-03-16,"Newspoll","MR JOHN HOWARD","MR SIMON CREAN","Coalition",42
"11517",2003-03-16,"Newspoll","MR JOHN HOWARD","MR SIMON CREAN","ALP",37
"11518",2003-03-16,"Newspoll","MR JOHN HOWARD","MR SIMON CREAN","Greens",8
"11519",2003-03-16,"Newspoll","MR JOHN HOWARD","MR SIMON CREAN","Democrats",1
"11520",2003-03-16,"Newspoll","MR JOHN HOWARD","MR SIMON CREAN","Pauline Hanson One Nation",1
"11521",2003-03-16,"Newspoll","MR JOHN HOWARD","MR SIMON CREAN","Others",11
"11522",2003-03-16,"Newspoll","MR JOHN HOWARD","MR SIMON CREAN","Coalition (2pp)",51
"11523",2003-03-16,"Newspoll","MR JOHN HOWARD","MR SIMON CREAN","Labor (2pp)",49
"11524",2003-03-16,"Newspoll","MR JOHN HOWARD","MR SIMON CREAN","Satisfied (PM)",48
"11525",2003-03-16,"Newspoll","MR JOHN HOWARD","MR SIMON CREAN","Dissatisfied (PM)",43
"11526",2003-03-16,"Newspoll","MR JOHN HOWARD","MR SIMON CREAN","Satisfied (LOTO)",27
"11527",2003-03-16,"Newspoll","MR JOHN HOWARD","MR SIMON CREAN","Dissatisfied (LOTO)",52
"11528",2003-03-16,"Newspoll","MR JOHN HOWARD","MR SIMON CREAN","Preferred Prime Minister (PM)",51
"11529",2003-03-16,"Newspoll","MR JOHN HOWARD","MR SIMON CREAN","Preferred Prime Minister (LOTO)",22
"11530",2003-03-09,"Morgan","MR JOHN HOWARD","MR SIMON CREAN","Coalition",41.5
"11531",2003-03-09,"Morgan","MR JOHN HOWARD","MR SIMON CREAN","ALP",40.5
"11532",2003-03-09,"Morgan","MR JOHN HOWARD","MR SIMON CREAN","Greens",11
"11533",2003-03-09,"Morgan","MR JOHN HOWARD","MR SIMON CREAN","Democrats",2.5
"11534",2003-03-09,"Morgan","MR JOHN HOWARD","MR SIMON CREAN","Pauline Hanson One Nation",1.5
"11535",2003-03-09,"Morgan","MR JOHN HOWARD","MR SIMON CREAN","Others",5.5
"11536",2003-03-09,"Morgan","MR JOHN HOWARD","MR SIMON CREAN","Coalition (2pp)",46.5
"11537",2003-03-09,"Morgan","MR JOHN HOWARD","MR SIMON CREAN","Labor (2pp)",53.5
"11538",2003-03-02,"Newspoll","MR JOHN HOWARD","MR SIMON CREAN","Liberal",38
"11539",2003-03-02,"Newspoll","MR JOHN HOWARD","MR SIMON CREAN","National",4
"11540",2003-03-02,"Newspoll","MR JOHN HOWARD","MR SIMON CREAN","Coalition",42
"11541",2003-03-02,"Newspoll","MR JOHN HOWARD","MR SIMON CREAN","ALP",38
"11542",2003-03-02,"Newspoll","MR JOHN HOWARD","MR SIMON CREAN","Greens",8
"11543",2003-03-02,"Newspoll","MR JOHN HOWARD","MR SIMON CREAN","Democrats",2
"11544",2003-03-02,"Newspoll","MR JOHN HOWARD","MR SIMON CREAN","Pauline Hanson One Nation",1
"11545",2003-03-02,"Newspoll","MR JOHN HOWARD","MR SIMON CREAN","Others",9
"11546",2003-03-02,"Newspoll","MR JOHN HOWARD","MR SIMON CREAN","Coalition (2pp)",51
"11547",2003-03-02,"Newspoll","MR JOHN HOWARD","MR SIMON CREAN","Labor (2pp)",49
"11548",2003-03-02,"Newspoll","MR JOHN HOWARD","MR SIMON CREAN","Satisfied (PM)",48
"11549",2003-03-02,"Newspoll","MR JOHN HOWARD","MR SIMON CREAN","Dissatisfied (PM)",44
"11550",2003-03-02,"Newspoll","MR JOHN HOWARD","MR SIMON CREAN","Satisfied (LOTO)",29
"11551",2003-03-02,"Newspoll","MR JOHN HOWARD","MR SIMON CREAN","Dissatisfied (LOTO)",55
"11552",2003-03-02,"Newspoll","MR JOHN HOWARD","MR SIMON CREAN","Preferred Prime Minister (PM)",54
"11553",2003-03-02,"Newspoll","MR JOHN HOWARD","MR SIMON CREAN","Preferred Prime Minister (LOTO)",22
"11554",2003-02-23,"Morgan","MR JOHN HOWARD","MR SIMON CREAN","Coalition",46
"11555",2003-02-23,"Morgan","MR JOHN HOWARD","MR SIMON CREAN","ALP",36
"11556",2003-02-23,"Morgan","MR JOHN HOWARD","MR SIMON CREAN","Greens",10.5
"11557",2003-02-23,"Morgan","MR JOHN HOWARD","MR SIMON CREAN","Democrats",3.5
"11558",2003-02-23,"Morgan","MR JOHN HOWARD","MR SIMON CREAN","Pauline Hanson One Nation",1.5
"11559",2003-02-23,"Morgan","MR JOHN HOWARD","MR SIMON CREAN","Others",5
"11560",2003-02-23,"Morgan","MR JOHN HOWARD","MR SIMON CREAN","Coalition (2pp)",51
"11561",2003-02-23,"Morgan","MR JOHN HOWARD","MR SIMON CREAN","Labor (2pp)",49
"11562",2003-02-16,"Newspoll","MR JOHN HOWARD","MR SIMON CREAN","Liberal",37
"11563",2003-02-16,"Newspoll","MR JOHN HOWARD","MR SIMON CREAN","National",5
"11564",2003-02-16,"Newspoll","MR JOHN HOWARD","MR SIMON CREAN","Coalition",42
"11565",2003-02-16,"Newspoll","MR JOHN HOWARD","MR SIMON CREAN","ALP",36
"11566",2003-02-16,"Newspoll","MR JOHN HOWARD","MR SIMON CREAN","Greens",7
"11567",2003-02-16,"Newspoll","MR JOHN HOWARD","MR SIMON CREAN","Democrats",2
"11568",2003-02-16,"Newspoll","MR JOHN HOWARD","MR SIMON CREAN","Others",13
"11569",2003-02-16,"Newspoll","MR JOHN HOWARD","MR SIMON CREAN","Coalition (2pp)",51
"11570",2003-02-16,"Newspoll","MR JOHN HOWARD","MR SIMON CREAN","Labor (2pp)",49
"11571",2003-02-16,"Newspoll","MR JOHN HOWARD","MR SIMON CREAN","Satisfied (PM)",48
"11572",2003-02-16,"Newspoll","MR JOHN HOWARD","MR SIMON CREAN","Dissatisfied (PM)",43
"11573",2003-02-16,"Newspoll","MR JOHN HOWARD","MR SIMON CREAN","Satisfied (LOTO)",31
"11574",2003-02-16,"Newspoll","MR JOHN HOWARD","MR SIMON CREAN","Dissatisfied (LOTO)",53
"11575",2003-02-16,"Newspoll","MR JOHN HOWARD","MR SIMON CREAN","Preferred Prime Minister (PM)",56
"11576",2003-02-16,"Newspoll","MR JOHN HOWARD","MR SIMON CREAN","Preferred Prime Minister (LOTO)",21
"11577",2003-02-09,"Morgan","MR JOHN HOWARD","MR SIMON CREAN","Coalition",45
"11578",2003-02-09,"Morgan","MR JOHN HOWARD","MR SIMON CREAN","ALP",41
"11579",2003-02-09,"Morgan","MR JOHN HOWARD","MR SIMON CREAN","Greens",8
"11580",2003-02-09,"Morgan","MR JOHN HOWARD","MR SIMON CREAN","Democrats",3.5
"11581",2003-02-09,"Morgan","MR JOHN HOWARD","MR SIMON CREAN","Pauline Hanson One Nation",1.5
"11582",2003-02-09,"Morgan","MR JOHN HOWARD","MR SIMON CREAN","Others",4.5
"11583",2003-02-09,"Morgan","MR JOHN HOWARD","MR SIMON CREAN","Coalition (2pp)",47.5
"11584",2003-02-09,"Morgan","MR JOHN HOWARD","MR SIMON CREAN","Labor (2pp)",52.5
"11585",2003-02-02,"Newspoll","MR JOHN HOWARD","MR SIMON CREAN","Liberal",39
"11586",2003-02-02,"Newspoll","MR JOHN HOWARD","MR SIMON CREAN","National",4
"11587",2003-02-02,"Newspoll","MR JOHN HOWARD","MR SIMON CREAN","Coalition",43
"11588",2003-02-02,"Newspoll","MR JOHN HOWARD","MR SIMON CREAN","ALP",37
"11589",2003-02-02,"Newspoll","MR JOHN HOWARD","MR SIMON CREAN","Greens",7
"11590",2003-02-02,"Newspoll","MR JOHN HOWARD","MR SIMON CREAN","Democrats",2
"11591",2003-02-02,"Newspoll","MR JOHN HOWARD","MR SIMON CREAN","Others",11
"11592",2003-02-02,"Newspoll","MR JOHN HOWARD","MR SIMON CREAN","Coalition (2pp)",51
"11593",2003-02-02,"Newspoll","MR JOHN HOWARD","MR SIMON CREAN","Labor (2pp)",49
"11594",2003-02-02,"Newspoll","MR JOHN HOWARD","MR SIMON CREAN","Satisfied (PM)",56
"11595",2003-02-02,"Newspoll","MR JOHN HOWARD","MR SIMON CREAN","Dissatisfied (PM)",37
"11596",2003-02-02,"Newspoll","MR JOHN HOWARD","MR SIMON CREAN","Satisfied (LOTO)",35
"11597",2003-02-02,"Newspoll","MR JOHN HOWARD","MR SIMON CREAN","Dissatisfied (LOTO)",45
"11598",2003-02-02,"Newspoll","MR JOHN HOWARD","MR SIMON CREAN","Preferred Prime Minister (PM)",56
"11599",2003-02-02,"Newspoll","MR JOHN HOWARD","MR SIMON CREAN","Preferred Prime Minister (LOTO)",23
"11600",2003-01-26,"Morgan","MR JOHN HOWARD","MR SIMON CREAN","Coalition",45
"11601",2003-01-26,"Morgan","MR JOHN HOWARD","MR SIMON CREAN","ALP",40
"11602",2003-01-26,"Morgan","MR JOHN HOWARD","MR SIMON CREAN","Greens",9
"11603",2003-01-26,"Morgan","MR JOHN HOWARD","MR SIMON CREAN","Democrats",3
"11604",2003-01-26,"Morgan","MR JOHN HOWARD","MR SIMON CREAN","Pauline Hanson One Nation",1
"11605",2003-01-26,"Morgan","MR JOHN HOWARD","MR SIMON CREAN","Others",4.5
"11606",2003-01-26,"Morgan","MR JOHN HOWARD","MR SIMON CREAN","Coalition (2pp)",48
"11607",2003-01-26,"Morgan","MR JOHN HOWARD","MR SIMON CREAN","Labor (2pp)",52
"11608",2003-01-19,"Newspoll","MR JOHN HOWARD","MR SIMON CREAN","Liberal",39
"11609",2003-01-19,"Newspoll","MR JOHN HOWARD","MR SIMON CREAN","National",5
"11610",2003-01-19,"Newspoll","MR JOHN HOWARD","MR SIMON CREAN","Coalition",44
"11611",2003-01-19,"Newspoll","MR JOHN HOWARD","MR SIMON CREAN","ALP",36
"11612",2003-01-19,"Newspoll","MR JOHN HOWARD","MR SIMON CREAN","Greens",8
"11613",2003-01-19,"Newspoll","MR JOHN HOWARD","MR SIMON CREAN","Democrats",3
"11614",2003-01-19,"Newspoll","MR JOHN HOWARD","MR SIMON CREAN","Others",9
"11615",2003-01-19,"Newspoll","MR JOHN HOWARD","MR SIMON CREAN","Coalition (2pp)",52
"11616",2003-01-19,"Newspoll","MR JOHN HOWARD","MR SIMON CREAN","Labor (2pp)",48
"11617",2003-01-19,"Newspoll","MR JOHN HOWARD","MR SIMON CREAN","Satisfied (PM)",56
"11618",2003-01-19,"Newspoll","MR JOHN HOWARD","MR SIMON CREAN","Dissatisfied (PM)",34
"11619",2003-01-19,"Newspoll","MR JOHN HOWARD","MR SIMON CREAN","Satisfied (LOTO)",31
"11620",2003-01-19,"Newspoll","MR JOHN HOWARD","MR SIMON CREAN","Dissatisfied (LOTO)",48
"11621",2003-01-19,"Newspoll","MR JOHN HOWARD","MR SIMON CREAN","Preferred Prime Minister (PM)",58
"11622",2003-01-19,"Newspoll","MR JOHN HOWARD","MR SIMON CREAN","Preferred Prime Minister (LOTO)",19
"11623",2003-01-14,"Nielsen","MR JOHN HOWARD","MR SIMON CREAN","Coalition",45
"11624",2003-01-14,"Nielsen","MR JOHN HOWARD","MR SIMON CREAN","ALP",34
"11625",2003-01-14,"Nielsen","MR JOHN HOWARD","MR SIMON CREAN","Greens",9
"11626",2003-01-14,"Nielsen","MR JOHN HOWARD","MR SIMON CREAN","Democrats",4
"11627",2003-01-14,"Nielsen","MR JOHN HOWARD","MR SIMON CREAN","Pauline Hanson One Nation",2
