"","poll.end.date","poll.source","liberal","national","coalition","alp","greens","palmer.united","family.first","democrats","pauline.hanson.one.nation","others","coalition.2pp","labor.2pp","satisfied.pm","dissatisfied.pm","satisfied.loto","dissatisfied.loto","prime.minister.ppm","opposition.leader..ppm.","prime.minister","opposition.leader"
"950",2006-02-12,"Newspoll",36,5,41,39,5,NA,NA,NA,NA,15,49,51,45,47,36,48,51,28,"MR JOHN HOWARD","MR KIM BEAZLEY"
"951",2006-02-05,"Morgan",NA,NA,40.5,42,8,NA,2,1.5,1,5,47.5,52.5,NA,NA,NA,NA,NA,NA,"MR JOHN HOWARD","MR KIM BEAZLEY"
"952",2006-01-29,"Nielsen",NA,NA,43,36,11,NA,NA,2,1,5,51,49,52,39,41,43,54,34,"MR JOHN HOWARD","MR KIM BEAZLEY"
"953",2006-01-29,"Newspoll",37,7,44,36,7,NA,NA,NA,NA,13,52,48,51,39,32,48,54,26,"MR JOHN HOWARD","MR KIM BEAZLEY"
"954",2006-01-29,"Morgan",NA,NA,42,38,8.5,NA,2.5,2,1,6,50,50,NA,NA,NA,NA,NA,NA,"MR JOHN HOWARD","MR KIM BEAZLEY"
"955",2006-01-15,"Newspoll",41,4,45,37,7,NA,NA,NA,NA,11,52,48,51,40,36,47,56,25,"MR JOHN HOWARD","MR KIM BEAZLEY"
"956",2006-01-15,"Morgan",NA,NA,39,43,8,NA,3,2,1,4,46,54,NA,NA,NA,NA,NA,NA,"MR JOHN HOWARD","MR KIM BEAZLEY"
"957",2005-12-18,"Newspoll",36,5,41,39,7,NA,NA,NA,NA,13,49,51,43,46,33,51,NA,NA,"MR JOHN HOWARD","MR KIM BEAZLEY"
"958",2005-12-18,"Nielsen",NA,NA,39,39,10,NA,NA,3,2,7,45,55,46,45,39,48,47,39,"MR JOHN HOWARD","MR KIM BEAZLEY"
"959",2005-12-18,"Morgan",NA,NA,39.5,39.5,10.5,NA,3,1.5,1.5,4.5,48,52,NA,NA,NA,NA,NA,NA,"MR JOHN HOWARD","MR KIM BEAZLEY"
"960",2005-12-11,"Morgan",NA,NA,38.5,42,10,NA,2.5,2,1,4,46,54,NA,NA,NA,NA,NA,NA,"MR JOHN HOWARD","MR KIM BEAZLEY"
"961",2005-12-04,"Newspoll",34,4,38,42,6,NA,NA,NA,NA,14,46,54,42,48,36,44,50,29,"MR JOHN HOWARD","MR KIM BEAZLEY"
"962",2005-11-27,"Morgan",NA,NA,35.5,45.5,9,NA,2,2,1.5,4.5,43,57,NA,NA,NA,NA,NA,NA,"MR JOHN HOWARD","MR KIM BEAZLEY"
"963",2005-11-20,"Newspoll",35,4,39,42,7,NA,NA,NA,NA,12,46,54,43,48,35,51,51,29,"MR JOHN HOWARD","MR KIM BEAZLEY"
"964",2005-11-20,"Nielsen",NA,NA,37,43,10,NA,NA,2,1,8,42,58,43,50,39,47,45,43,"MR JOHN HOWARD","MR KIM BEAZLEY"
"965",2005-11-12,"Morgan",NA,NA,43.5,38,9,NA,2,1.5,NA,6,51,49,NA,NA,NA,NA,NA,NA,"MR JOHN HOWARD","MR KIM BEAZLEY"
"966",2005-11-06,"Newspoll",37,4,41,39,8,NA,NA,NA,NA,12,49,51,41,50,32,53,50,28,"MR JOHN HOWARD","MR KIM BEAZLEY"
"967",2005-11-06,"Morgan",NA,NA,38.5,43,9.5,NA,2,1.5,1,4.5,46,54,NA,NA,NA,NA,NA,NA,"MR JOHN HOWARD","MR KIM BEAZLEY"
"968",2005-10-30,"Morgan",NA,NA,39,41,9.5,NA,2,2.5,1,5,47,53,NA,NA,NA,NA,NA,NA,"MR JOHN HOWARD","MR KIM BEAZLEY"
"969",2005-10-23,"Newspoll",34,3,37,40,9,NA,NA,NA,NA,14,46,54,43,45,31,50,50,26,"MR JOHN HOWARD","MR KIM BEAZLEY"
"970",2005-10-23,"Nielsen",NA,NA,43,36,10,NA,NA,3,1,6,48,52,49,43,35,50,52,35,"MR JOHN HOWARD","MR KIM BEAZLEY"
"971",2005-10-16,"Morgan",NA,NA,39.5,41.5,9,NA,2,2,1.5,4.5,47,53,NA,NA,NA,NA,NA,NA,"MR JOHN HOWARD","MR KIM BEAZLEY"
"972",2005-10-09,"Newspoll",38,5,43,37,7,NA,NA,NA,NA,13,51,49,50,41,32,50,57,23,"MR JOHN HOWARD","MR KIM BEAZLEY"
"973",2005-10-02,"Morgan",NA,NA,42,38.5,9,NA,2,2.5,1.5,4.5,49.5,50.5,NA,NA,NA,NA,NA,NA,"MR JOHN HOWARD","MR KIM BEAZLEY"
"974",2005-09-25,"Nielsen",NA,NA,43,35,10,NA,NA,3,1,9,51,49,53,40,37,52,55,33,"MR JOHN HOWARD","MR KIM BEAZLEY"
"975",2005-09-25,"Newspoll",39,5,44,34,8,NA,NA,NA,NA,14,53,47,47,40,33,49,53,26,"MR JOHN HOWARD","MR KIM BEAZLEY"
"976",2005-09-18,"Morgan",NA,NA,44,34.5,10,NA,2,2.5,1.5,5.5,52.5,47.5,NA,NA,NA,NA,NA,NA,"MR JOHN HOWARD","MR KIM BEAZLEY"
"977",2005-09-11,"Newspoll",37,4,41,39,7,NA,NA,NA,NA,13,49,51,48,43,36,45,51,27,"MR JOHN HOWARD","MR KIM BEAZLEY"
"978",2005-09-11,"Morgan",NA,NA,39.5,41.5,7,NA,3,1.5,0.5,7,47,53,NA,NA,NA,NA,NA,NA,"MR JOHN HOWARD","MR KIM BEAZLEY"
"979",2005-09-04,"Morgan",NA,NA,44,37,8.5,NA,3,1.5,1,5,51.5,48.5,NA,NA,NA,NA,NA,NA,"MR JOHN HOWARD","MR KIM BEAZLEY"
"980",2005-08-28,"Nielsen",NA,NA,44,36,10,NA,NA,3,1,6,50,50,51,41,38,48,53,36,"MR JOHN HOWARD","MR KIM BEAZLEY"
"981",2005-08-28,"Newspoll",37,5,42,40,6,NA,NA,NA,NA,12,49,51,52,40,32,50,56,27,"MR JOHN HOWARD","MR KIM BEAZLEY"
"982",2005-08-21,"Morgan",NA,NA,39,41.5,8,NA,3,2,1.5,5,46.5,53.5,NA,NA,NA,NA,NA,NA,"MR JOHN HOWARD","MR KIM BEAZLEY"
"983",2005-08-14,"Newspoll",41,4,45,37,7,NA,NA,NA,NA,11,52,48,50,39,31,51,57,25,"MR JOHN HOWARD","MR KIM BEAZLEY"
"984",2005-08-07,"Morgan",NA,NA,41.5,42,7.5,NA,2,2,1,4,48,52,NA,NA,NA,NA,NA,NA,"MR JOHN HOWARD","MR KIM BEAZLEY"
"985",2005-07-31,"Nielsen",NA,NA,43,38,11,NA,NA,3,1,5,48,52,51,41,40,48,53,36,"MR JOHN HOWARD","MR KIM BEAZLEY"
"986",2005-07-31,"Newspoll",37,5,42,41,7,NA,NA,NA,NA,10,49,51,52,37,34,46,54,26,"MR JOHN HOWARD","MR KIM BEAZLEY"
"987",2005-07-24,"Morgan",NA,NA,41.5,38.5,8,NA,1.5,2.5,2,6,49.5,50.5,NA,NA,NA,NA,NA,NA,"MR JOHN HOWARD","MR KIM BEAZLEY"
"988",2005-07-17,"Newspoll",40,5,45,39,5,NA,NA,NA,NA,11,51,49,49,40,33,46,55,25,"MR JOHN HOWARD","MR KIM BEAZLEY"
"989",2005-07-10,"Morgan",NA,NA,42.5,40.5,7.5,NA,2.5,1.5,1,4.5,49,51,NA,NA,NA,NA,NA,NA,"MR JOHN HOWARD","MR KIM BEAZLEY"
"990",2005-07-03,"Newspoll",39,5,44,39,6,NA,NA,NA,NA,11,50,50,47,44,39,45,51,29,"MR JOHN HOWARD","MR KIM BEAZLEY"
"991",2005-07-03,"Nielsen",NA,NA,40,41,10,NA,NA,2,1,5,46,54,49,44,42,45,50,39,"MR JOHN HOWARD","MR KIM BEAZLEY"
"992",2005-06-26,"Morgan",NA,NA,42,39.5,9,NA,2.5,2,1,4,49.5,50.5,NA,NA,NA,NA,NA,NA,"MR JOHN HOWARD","MR KIM BEAZLEY"
"993",2005-06-19,"Newspoll",40,44,44,37,7,NA,NA,NA,NA,12,51,49,54,36,41,42,54,28,"MR JOHN HOWARD","MR KIM BEAZLEY"
"994",2005-06-12,"Morgan",NA,NA,43.5,39.5,7.5,NA,2,1.5,1.5,4.5,50,50,NA,NA,NA,NA,NA,NA,"MR JOHN HOWARD","MR KIM BEAZLEY"
"995",2005-06-05,"Nielsen",NA,NA,44,38,9,NA,NA,2,2,6,51,49,59,35,46,41,55,35,"MR JOHN HOWARD","MR KIM BEAZLEY"
"996",2005-05-29,"Newspoll",41,6,47,37,5,NA,NA,NA,NA,11,53,47,53,36,47,36,54,29,"MR JOHN HOWARD","MR KIM BEAZLEY"
"997",2005-05-29,"Morgan",NA,NA,45,39,7.5,NA,1.5,1.5,0.5,5,51.5,48.5,NA,NA,NA,NA,NA,NA,"MR JOHN HOWARD","MR KIM BEAZLEY"
"998",2005-05-15,"Newspoll",41,4,45,40,6,NA,NA,NA,NA,9,51,49,55,36,47,36,52,31,"MR JOHN HOWARD","MR KIM BEAZLEY"
"999",2005-05-15,"Morgan",NA,NA,43,41,8,NA,2,1.5,0.5,4,49.5,50.5,NA,NA,NA,NA,NA,NA,"MR JOHN HOWARD","MR KIM BEAZLEY"
"1000",2005-05-08,"Nielsen",NA,NA,43,39,10,NA,NA,2,1,6,49,51,53,40,49,36,52,38,"MR JOHN HOWARD","MR KIM BEAZLEY"
"1001",2005-05-01,"Newspoll",42,4,46,38,6,NA,NA,NA,NA,10,52,48,51,38,47,31,52,31,"MR JOHN HOWARD","MR KIM BEAZLEY"
"1002",2005-04-24,"Morgan",NA,NA,42,40,8.5,NA,1.5,2,1,5,49,51,NA,NA,NA,NA,NA,NA,"MR JOHN HOWARD","MR KIM BEAZLEY"
"1003",2005-04-17,"Newspoll",41,4,45,39,5,NA,NA,NA,NA,11,51,49,49,41,52,28,52,31,"MR JOHN HOWARD","MR KIM BEAZLEY"
"1004",2005-04-10,"Nielsen",NA,NA,43,39,10,NA,NA,2,2,5,48,52,53,38,55,30,52,38,"MR JOHN HOWARD","MR KIM BEAZLEY"
"1005",2005-04-10,"Morgan",NA,NA,40.5,43,8,NA,2,1.5,1.5,3.5,47,53,NA,NA,NA,NA,NA,NA,"MR JOHN HOWARD","MR KIM BEAZLEY"
"1006",2005-04-08,"Morgan",NA,NA,42,42.5,8,NA,1.5,1.5,1,3.5,48,52,NA,NA,NA,NA,NA,NA,"MR JOHN HOWARD","MR KIM BEAZLEY"
"1007",2005-04-03,"Newspoll",39,4,43,41,5,NA,NA,NA,NA,11,49,51,56,35,51,27,52,31,"MR JOHN HOWARD","MR KIM BEAZLEY"
"1008",2005-03-27,"Morgan",NA,NA,44,39,8,NA,2,1.5,1,4.5,50.5,49.5,NA,NA,NA,NA,NA,NA,"MR JOHN HOWARD","MR KIM BEAZLEY"
"1009",2005-03-20,"Newspoll",43,4,47,36,6,NA,NA,NA,NA,11,54,46,57,37,49,30,54,30,"MR JOHN HOWARD","MR KIM BEAZLEY"
"1010",2005-03-13,"Nielsen",NA,NA,41,39,11,NA,NA,1,2,6,48,52,54,39,49,33,50,40,"MR JOHN HOWARD","MR KIM BEAZLEY"
"1011",2005-03-13,"Morgan",NA,NA,44.5,37,10,NA,2.5,1,1,4,52,48,NA,NA,NA,NA,NA,NA,"MR JOHN HOWARD","MR KIM BEAZLEY"
"1012",2005-03-06,"Newspoll",41,4,45,37,5,NA,NA,NA,NA,13,52,48,57,36,45,32,54,31,"MR JOHN HOWARD","MR KIM BEAZLEY"
"1013",2005-03-06,"Morgan",NA,NA,44.5,43,7,NA,2.5,1.5,1,0.5,48,52,NA,NA,NA,NA,NA,NA,"MR JOHN HOWARD","MR KIM BEAZLEY"
"1014",2005-02-27,"Morgan",NA,NA,46,38.5,7.5,NA,1,2,0.5,4.5,52,48,NA,NA,NA,NA,NA,NA,"MR JOHN HOWARD","MR KIM BEAZLEY"
"1015",2005-02-20,"Newspoll",43,4,47,38,6,NA,NA,NA,NA,9,53,47,58,32,43,26,54,29,"MR JOHN HOWARD","MR KIM BEAZLEY"
"1016",2005-02-13,"Nielsen",NA,NA,47,36,9,NA,NA,1,1,5,52,48,62,32,50,31,56,35,"MR JOHN HOWARD","MR KIM BEAZLEY"
"1017",2005-02-13,"Morgan",NA,NA,45,37.5,9,NA,2,2,1,3.5,52,48,NA,NA,NA,NA,NA,NA,"MR JOHN HOWARD","MR KIM BEAZLEY"
"1018",2005-02-06,"Newspoll",44,4,48,37,6,NA,NA,NA,NA,9,54,46,63,28,40,22,56,27,"MR JOHN HOWARD","MR KIM BEAZLEY"
"1019",2005-01-30,"Morgan",NA,NA,45,38,8,NA,2,2,1.5,3.5,51.5,48.5,NA,NA,NA,NA,NA,NA,"MR JOHN HOWARD","MR KIM BEAZLEY"
"1020",2005-01-28,"LOTO Change",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MR JOHN HOWARD","MR KIM BEAZLEY"
"1021",2005-01-23,"Newspoll",43,3,46,37,7,NA,NA,NA,NA,10,53,47,60,30,34,50,58,31,"MR JOHN HOWARD","MR MARK LATHAM"
"1022",2005-01-22,"Nielsen",NA,NA,52,34,8,NA,NA,2,1,4,57,43,67,28,NA,NA,60,35,"MR JOHN HOWARD","MR MARK LATHAM"
"1023",2005-01-16,"Morgan",NA,NA,47,37,7.5,NA,2,1.5,1,4,53,47,NA,NA,NA,NA,NA,NA,"MR JOHN HOWARD","MR MARK LATHAM"
"1024",2004-12-19,"Newspoll",42,4,46,39,6,NA,NA,NA,NA,9,52,48,58,34,34,50,60,24,"MR JOHN HOWARD","MR MARK LATHAM"
"1025",2004-12-19,"Morgan",NA,NA,45.5,36.5,9.5,NA,2,1.5,1.5,3.5,52.5,47.5,NA,NA,NA,NA,NA,NA,"MR JOHN HOWARD","MR MARK LATHAM"
"1026",2004-12-05,"Newspoll",43,4,47,33,8,NA,NA,NA,NA,12,55,45,56,35,38,46,60,25,"MR JOHN HOWARD","MR MARK LATHAM"
"1027",2004-12-05,"Morgan",NA,NA,46.5,36,9,NA,2.5,1.5,1,3.5,53,47,NA,NA,NA,NA,NA,NA,"MR JOHN HOWARD","MR MARK LATHAM"
"1028",2004-11-21,"Newspoll",43,3,46,38,6,NA,NA,NA,NA,10,53,47,57,33,42,39,57,27,"MR JOHN HOWARD","MR MARK LATHAM"
"1029",2004-11-21,"Morgan",NA,NA,44,39,8.5,NA,1.5,2,1,4,50.5,49.5,NA,NA,NA,NA,NA,NA,"MR JOHN HOWARD","MR MARK LATHAM"
"1030",2004-11-07,"Morgan",NA,NA,44.5,39.5,8.5,NA,2,2,1,2.5,50.5,49.5,NA,NA,NA,NA,NA,NA,"MR JOHN HOWARD","MR MARK LATHAM"
"1031",2004-10-17,"Morgan",NA,NA,46.5,37.5,7.5,NA,NA,1.5,1.5,5.5,52.5,47.5,NA,NA,NA,NA,NA,NA,"MR JOHN HOWARD","MR MARK LATHAM"
"1032",2004-10-09,"Election",NA,NA,46.7,37.6,7.2,NA,0,0,0,8.5,52.8,47.2,NA,NA,NA,NA,NA,NA,"MR JOHN HOWARD","MR MARK LATHAM"
"1033",2004-10-09,"Morgan",NA,NA,46.4,37.6,7.2,NA,2,1.2,1.2,4.4,52.7,47.3,NA,NA,NA,NA,NA,NA,"MR JOHN HOWARD","MR MARK LATHAM"
"1034",2004-10-08,"Morgan",NA,NA,50.5,38.5,9.5,NA,NA,1,1,4.5,49,51,NA,NA,NA,NA,NA,NA,"MR JOHN HOWARD","MR MARK LATHAM"
"1035",2004-10-07,"Nielsen",NA,NA,49,37,7,NA,NA,1,1,5,54,46,60,36,50,40,53,39,"MR JOHN HOWARD","MR MARK LATHAM"
"1036",2004-10-07,"Newspoll",41,4,45,39,7,NA,NA,1,1,7,50,50,53,41,54,31,51,36,"MR JOHN HOWARD","MR MARK LATHAM"
"1037",2004-10-03,"Newspoll",42,4,46,39,7,NA,NA,1,NA,7,50.5,49.5,52,36,48,32,49,32,"MR JOHN HOWARD","MR MARK LATHAM"
"1038",2004-10-03,"Morgan",NA,NA,45.5,40.5,9,NA,NA,2,1,6,48.5,51.5,NA,NA,NA,NA,NA,NA,"MR JOHN HOWARD","MR MARK LATHAM"
"1039",2004-10-02,"Nielsen",NA,NA,48,39,8,NA,NA,1,1,4,52,48,57,38,53,37,52,40,"MR JOHN HOWARD","MR MARK LATHAM"
"1040",2004-09-26,"Newspoll",39,4,43,40,7,NA,NA,1,NA,9,48,52,50,39,51,32,48,35,"MR JOHN HOWARD","MR MARK LATHAM"
"1041",2004-09-26,"Morgan",NA,NA,48,40,9,NA,NA,1,1,5,50,50,NA,NA,NA,NA,NA,NA,"MR JOHN HOWARD","MR MARK LATHAM"
"1042",2004-09-23,"Nielsen",NA,NA,50,36,8,NA,NA,1,1,4,54,46,58,36,51,40,52,39,"MR JOHN HOWARD","MR MARK LATHAM"
"1043",2004-09-19,"Newspoll",40,3,43,41,7,NA,NA,1,NA,8,47.5,52.5,51,42,53,31,47,37,"MR JOHN HOWARD","MR MARK LATHAM"
"1044",2004-09-19,"Morgan",NA,NA,45,41,7.5,NA,NA,2,1,6,47,53,NA,NA,NA,NA,NA,NA,"MR JOHN HOWARD","MR MARK LATHAM"
"1045",2004-09-16,"Nielsen",NA,NA,48,40,8,NA,NA,1,1,3,51,49,56,38,55,34,49,42,"MR JOHN HOWARD","MR MARK LATHAM"
"1046",2004-09-12,"Newspoll",42,4,46,40,6,NA,NA,1,NA,7,50,50,53,39,52,30,50,33,"MR JOHN HOWARD","MR MARK LATHAM"
"1047",2004-09-12,"Morgan",NA,NA,42,43.5,8,NA,NA,2,1,5.5,45.5,54.5,NA,NA,NA,NA,NA,NA,"MR JOHN HOWARD","MR MARK LATHAM"
"1048",2004-09-05,"Nielsen",NA,NA,46,40,9,NA,NA,2,1,3,50,50,55,39,51,37,51,40,"MR JOHN HOWARD","MR MARK LATHAM"
"1049",2004-09-05,"Newspoll",42,3,45,40,8,NA,NA,1,NA,6,50,50,51,40,49,34,49,37,"MR JOHN HOWARD","MR MARK LATHAM"
"1050",2004-09-05,"Morgan",NA,NA,41.5,43,10.5,NA,NA,2,0.5,5.5,44,56,NA,NA,NA,NA,NA,NA,"MR JOHN HOWARD","MR MARK LATHAM"
"1051",2004-08-29,"Newspoll",39,4,43,40,6,NA,NA,1,NA,10,48,52,49,42,49,34,48,34,"MR JOHN HOWARD","MR MARK LATHAM"
"1052",2004-08-22,"Morgan",NA,NA,41.5,43.5,9,NA,NA,2,1.5,5,44.5,55.5,NA,NA,NA,NA,NA,NA,"MR JOHN HOWARD","MR MARK LATHAM"
"1053",2004-08-15,"Nielsen",NA,NA,42,39,9,NA,NA,2,3,4,47,53,54,40,54,34,51,43,"MR JOHN HOWARD","MR MARK LATHAM"
"1054",2004-08-15,"Newspoll",36,3,39,42,6,NA,NA,1,1,11,46,54,50,40,51,32,47,36,"MR JOHN HOWARD","MR MARK LATHAM"
"1055",2004-08-08,"Morgan",NA,NA,41.5,43,8,NA,NA,2.5,1,5.5,46.5,53.5,NA,NA,NA,NA,NA,NA,"MR JOHN HOWARD","MR MARK LATHAM"
"1056",2004-08-01,"Newspoll",41,4,45,40,6,NA,NA,1,NA,8,50,50,54,36,47,36,51,34,"MR JOHN HOWARD","MR MARK LATHAM"
"1057",2004-07-25,"Morgan",NA,NA,44,42,7.5,NA,NA,2.5,1,5.5,47,53,NA,NA,NA,NA,NA,NA,"MR JOHN HOWARD","MR MARK LATHAM"
"1058",2004-07-18,"Nielsen",NA,NA,44,40,9,NA,NA,2,1,4,48,52,53,42,50,38,50,41,"MR JOHN HOWARD","MR MARK LATHAM"
"1059",2004-07-18,"Newspoll",40,3,43,40,7,NA,NA,1,NA,9,49,51,51,40,46,34,48,33,"MR JOHN HOWARD","MR MARK LATHAM"
"1060",2004-07-11,"Morgan",NA,NA,44,46,8,NA,NA,2,0.5,2,46,54,NA,NA,NA,NA,NA,NA,"MR JOHN HOWARD","MR MARK LATHAM"
"1061",2004-07-04,"Newspoll",38,5,43,41,6,NA,NA,1,NA,9,49,51,51,40,49,35,50,33,"MR JOHN HOWARD","MR MARK LATHAM"
"1062",2004-07-04,"Morgan",NA,NA,45,43.5,7,NA,NA,2,0.5,4.5,48.5,51.5,NA,NA,NA,NA,NA,NA,"MR JOHN HOWARD","MR MARK LATHAM"
"1063",2004-06-27,"Morgan",NA,NA,44.5,45.5,6.5,NA,NA,2,1,4,46,54,NA,NA,NA,NA,NA,NA,"MR JOHN HOWARD","MR MARK LATHAM"
"1064",2004-06-20,"Newspoll",39,4,43,43,5,NA,NA,1,1,7,48,52,53,37,54,29,48,36,"MR JOHN HOWARD","MR MARK LATHAM"
"1065",2004-06-19,"Nielsen",NA,NA,43,42,8,NA,NA,2,1,3,48,52,54,39,55,31,50,41,"MR JOHN HOWARD","MR MARK LATHAM"
"1066",2004-06-13,"Morgan",NA,NA,45,43.5,7,NA,NA,1.5,1,4.5,47,53,NA,NA,NA,NA,NA,NA,"MR JOHN HOWARD","MR MARK LATHAM"
"1067",2004-05-30,"Newspoll",42,5,47,37,6,NA,NA,1,1,8,53,47,57,35,54,30,54,32,"MR JOHN HOWARD","MR MARK LATHAM"
"1068",2004-05-30,"Morgan",NA,NA,42.5,45.5,7,NA,NA,3,1,3.5,45,55,NA,NA,NA,NA,NA,NA,"MR JOHN HOWARD","MR MARK LATHAM"
"1069",2004-05-23,"Nielsen",NA,NA,39,43,10,NA,NA,2,1,4,44,56,52,41,58,29,47,43,"MR JOHN HOWARD","MR MARK LATHAM"
"1070",2004-05-16,"Newspoll",37,4,41,44,5,NA,NA,1,NA,9,46,54,54,38,57,24,50,33,"MR JOHN HOWARD","MR MARK LATHAM"
"1071",2004-05-16,"Morgan",NA,NA,44.5,41,8,NA,NA,2.5,2,4,47.5,52.5,NA,NA,NA,NA,NA,NA,"MR JOHN HOWARD","MR MARK LATHAM"
"1072",2004-05-02,"Newspoll",38,4,42,42,5,NA,NA,2,1,8,48,52,53,40,53,29,49,36,"MR JOHN HOWARD","MR MARK LATHAM"
"1073",2004-04-25,"Nielsen",NA,NA,42,42,8,NA,NA,2,2,4,47,53,55,37,54,33,50,41,"MR JOHN HOWARD","MR MARK LATHAM"
"1074",2004-04-18,"Newspoll",38,5,43,42,6,NA,NA,1,1,7,47,53,53,38,59,26,48,37,"MR JOHN HOWARD","MR MARK LATHAM"
"1075",2004-04-18,"Morgan",NA,NA,42.5,45,7.5,NA,NA,2,1.5,3,45.5,54.5,NA,NA,NA,NA,NA,NA,"MR JOHN HOWARD","MR MARK LATHAM"
"1076",2004-04-04,"Newspoll",35,5,40,44,5,NA,NA,2,NA,9,47,53,51,42,52,32,48,37,"MR JOHN HOWARD","MR MARK LATHAM"
"1077",2004-04-04,"Morgan",NA,NA,43,43.5,9.5,NA,NA,2,1.5,4,45,55,NA,NA,NA,NA,NA,NA,"MR JOHN HOWARD","MR MARK LATHAM"
"1078",2004-04-02,"Morgan",NA,NA,44.5,44,7,NA,NA,2,1,4,46.5,53.5,NA,NA,NA,NA,NA,NA,"MR JOHN HOWARD","MR MARK LATHAM"
"1079",2004-03-28,"Nielsen",NA,NA,41,43,8,NA,NA,2,1,5,45,55,55,37,57,28,48,43,"MR JOHN HOWARD","MR MARK LATHAM"
"1080",2004-03-21,"Newspoll",37,4,41,46,6,NA,NA,1,NA,6,45,55,53,38,66,15,43,42,"MR JOHN HOWARD","MR MARK LATHAM"
"1081",2004-03-21,"Morgan",NA,NA,41.5,45.5,7,NA,NA,2,1,5,44.5,55.5,NA,NA,NA,NA,NA,NA,"MR JOHN HOWARD","MR MARK LATHAM"
"1082",2004-03-07,"Newspoll",37,4,41,44,5,NA,NA,1,NA,9,45,55,51,41,62,17,44,39,"MR JOHN HOWARD","MR MARK LATHAM"
"1083",2004-03-07,"Morgan",NA,NA,42,46,7.5,NA,NA,2.5,1.5,3.5,44.5,55.5,NA,NA,NA,NA,NA,NA,"MR JOHN HOWARD","MR MARK LATHAM"
"1084",2004-02-29,"Nielsen",NA,NA,39,43,9,NA,NA,3,2,4,46,54,54,38,62,19,47,43,"MR JOHN HOWARD","MR MARK LATHAM"
"1085",2004-02-22,"Newspoll",40,4,44,41,5,NA,NA,1,1,8,50,50,52,37,58,22,48,32,"MR JOHN HOWARD","MR MARK LATHAM"
"1086",2004-02-22,"Morgan",NA,NA,43.5,45.5,6.5,NA,NA,2,1.5,4,44.5,55.5,NA,NA,NA,NA,NA,NA,"MR JOHN HOWARD","MR MARK LATHAM"
"1087",2004-02-08,"Newspoll",36,5,41,41,6,NA,NA,1,1,10,47,53,54,37,56,18,47,34,"MR JOHN HOWARD","MR MARK LATHAM"
"1088",2004-02-08,"Morgan",NA,NA,41,48,5.5,NA,NA,2.5,1.5,4.5,43.5,56.5,NA,NA,NA,NA,NA,NA,"MR JOHN HOWARD","MR MARK LATHAM"
"1089",2004-01-25,"Morgan",NA,NA,42,44,8,NA,NA,2.5,2,4.5,45,55,NA,NA,NA,NA,NA,NA,"MR JOHN HOWARD","MR MARK LATHAM"
"1090",2004-01-18,"Newspoll",36,5,41,39,6,NA,NA,2,1,11,50,50,54,37,49,18,50,30,"MR JOHN HOWARD","MR MARK LATHAM"
"1091",2004-01-11,"Morgan",NA,NA,42,45,7.5,NA,NA,1.5,2,4,44.5,55.5,NA,NA,NA,NA,NA,NA,"MR JOHN HOWARD","MR MARK LATHAM"
"1092",2003-12-21,"Morgan",NA,NA,44.5,42.5,7,NA,NA,2.5,2.5,3.5,46,54,NA,NA,NA,NA,NA,NA,"MR JOHN HOWARD","MR MARK LATHAM"
"1093",2003-12-14,"Newspoll",41,3,44,41,5,NA,NA,2,1,7,51,49,54,35,41,17,46,31,"MR JOHN HOWARD","MR MARK LATHAM"
"1094",2003-12-07,"Nielsen",NA,NA,45,37,7,NA,NA,3,3,5,52,48,63,32,NA,NA,58,34,"MR JOHN HOWARD","MR MARK LATHAM"
"1095",2003-12-07,"Newspoll",40,5,45,39,5,NA,NA,1,2,8,51,49,54,36,32,17,52,26,"MR JOHN HOWARD","MR MARK LATHAM"
"1096",2003-12-07,"Morgan",NA,NA,44,41,6,NA,NA,2.5,3,6,47.5,52.5,NA,NA,NA,NA,NA,NA,"MR JOHN HOWARD","MR MARK LATHAM"
"1097",2003-12-02,"LOTO Change",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MR JOHN HOWARD","MR MARK LATHAM"
"1098",2003-11-30,"Newspoll",41,3,44,35,6,NA,NA,2,2,11,53,47,58,33,22,56,65,14,"MR JOHN HOWARD","MR SIMON CREAN"
"1099",2003-11-30,"Morgan",NA,NA,43.5,38,9,NA,NA,3.5,4.5,5,48,52,NA,NA,NA,NA,NA,NA,"MR JOHN HOWARD","MR SIMON CREAN"
"1100",2003-11-23,"Morgan",NA,NA,44,38,8,NA,NA,4,3,5,48,52,NA,NA,NA,NA,NA,NA,"MR JOHN HOWARD","MR SIMON CREAN"
"1101",2003-11-16,"Newspoll",36,4,40,36,7,NA,NA,2,2,13,50,50,53,37,28,53,58,17,"MR JOHN HOWARD","MR SIMON CREAN"
"1102",2003-11-16,"Morgan",NA,NA,46,35.5,9.5,NA,NA,3,3,6.5,50.5,49.5,NA,NA,NA,NA,NA,NA,"MR JOHN HOWARD","MR SIMON CREAN"
"1103",2003-11-02,"Newspoll",42,4,46,36,6,NA,NA,2,1,9,54,46,53,35,28,54,59,18,"MR JOHN HOWARD","MR SIMON CREAN"
"1104",2003-11-02,"Morgan",NA,NA,43,40,9,NA,NA,4,1.5,4.5,47,53,NA,NA,NA,NA,NA,NA,"MR JOHN HOWARD","MR SIMON CREAN"
