,Poll End Date,Source,,Party,,NATIONAL,By State,NEW SOUTH WALES,VICTORIA,QUEENSLAND,SOUTH AUSTRALIA/NT,WESTERN AUSTRALIA,By Geographic,CAPITALS,OTHERS,By Gender,MALE,FEMALE,By Age Group (1),18-24 ,25-39,40-54,55+,By Age Group (2),18-34,35-49,50+,
42_ALP_KR_LNC_MT,07-Nov-09,Nielsen,,IND,,2,,3,3,3,3,2,,2,3,,4,1,,2,3,2,2,,,,,
42_ALP_KR_LNC_MT,07-Nov-09,Nielsen,,FFP,,2,,1,3,2,2,2,,2,2,,1,2,,5,2,1,1,,,,,
42_ALP_KR_LNC_MT,07-Nov-09,Nielsen,,OTH,,3,,2,2,2,3,6,,3,3,,3,2,,2,6,2,2,,,,,
42_ALP_KR_LNC_MT,10-Oct-09,Nielsen,,ALP,,46,,45,48,50,40,44,,49,42,,45,47,,43,48,50,42,,,,,
42_ALP_KR_LNC_MT,10-Oct-09,Nielsen,,COAL,,37,,39,33,39,32,43,,34,41,,37,36,,34,32,32,46,,,,,
42_ALP_KR_LNC_MT,10-Oct-09,Nielsen,,GRN,,10,,8,11,6,12,10,,11,8,,9,10,,14,13,9,5,,,,,
42_ALP_KR_LNC_MT,10-Oct-09,Nielsen,,IND,,3,,4,2,3,9,2,,3,4,,3,3,,1,2,4,4,,,,,
42_ALP_KR_LNC_MT,10-Oct-09,Nielsen,,FFP,,1,,1,3,0,2,0,,1,2,,1,2,,5,2,1,1,,,,,
42_ALP_KR_LNC_MT,10-Oct-09,Nielsen,,OTH,,3,,2,4,3,4,1,,2,3,,4,2,,4,4,2,1,,,,,
42_ALP_KR_LNC_MT,30-Sep-09,Newspoll,,ALP,,44,,43,46,43,48,43,,47,39,,44,45,,,,,,,45,44,44,
42_ALP_KR_LNC_MT,30-Sep-09,Newspoll,,GRN,,10,,10,12,7,9,11,,11,8,,10,10,,,,,,,14,11,6,
42_ALP_KR_LNC_MT,30-Sep-09,Newspoll,,OTH,,8,,9,6,8,10,5,,7,9,,8,7,,,,,,,8,7,8,
42_ALP_KR_LNC_MT,30-Sep-09,Newspoll,,COAL,,38,,38,36,42,33,41,,35,44,,38,38,,,,,,,33,38,42,
42_ALP_KR_LNC_MT,12-Sep-09,Nielsen,,ALP,,44,,43,48,45,45,34,,44,45,,46,43,,40,46,47,43,,,,,
42_ALP_KR_LNC_MT,12-Sep-09,Nielsen,,COAL,,40,,42,33,41,38,48,,40,40,,39,40,,40,32,38,48,,,,,
42_ALP_KR_LNC_MT,12-Sep-09,Nielsen,,GRN,,8,,7,11,6,5,11,,9,7,,7,9,,12,12,8,4,,,,,
42_ALP_KR_LNC_MT,12-Sep-09,Nielsen,,IND,,4,,3,3,4,7,2,,4,3,,4,3,,3,4,4,3,,,,,
42_ALP_KR_LNC_MT,12-Sep-09,Nielsen,,FFP,,2,,1,2,1,4,2,,2,1,,2,1,,4,2,1,1,,,,,
42_ALP_KR_LNC_MT,12-Sep-09,Nielsen,,OTH,,3,,3,3,2,1,3,,1,4,,2,3,,1,4,2,2,,,,,
42_ALP_KR_LNC_MT,15-Aug-09,Nielsen,,ALP,,46,,46,49,38,48,53,,50,41,,43,50,,47,49,51,41,,,,,
42_ALP_KR_LNC_MT,15-Aug-09,Nielsen,,COAL,,38,,37,35,46,35,33,,35,41,,40,35,,31,32,36,47,,,,,
42_ALP_KR_LNC_MT,15-Aug-09,Nielsen,,GRN,,8,,9,8,7,5,6,,7,8,,7,8,,9,9,9,6,,,,,
42_ALP_KR_LNC_MT,15-Aug-09,Nielsen,,IND,,3,,4,1,3,6,2,,2,4,,4,2,,5,3,2,3,,,,,
42_ALP_KR_LNC_MT,15-Aug-09,Nielsen,,FFP,,2,,1,3,2,5,3,,2,3,,2,2,,5,4,1,1,,,,,
42_ALP_KR_LNC_MT,15-Aug-09,Nielsen,,OTH,,3,,3,3,3,1,3,,3,3,,3,2,,2,4,2,3,,,,,
42_ALP_KR_LNC_MT,30-Jun-09,Newspoll,,ALP,,45,,46,46,44,45,38,,45,43,,44,45,,,,,,,45,45,44,
42_ALP_KR_LNC_MT,30-Jun-09,Newspoll,,GRN,,10,,8,11,9,10,11,,11,9,,10,10,,,,,,,14,11,7,
42_ALP_KR_LNC_MT,30-Jun-09,Newspoll,,OTH,,8,,9,7,9,10,9,,8,9,,9,8,,,,,,,9,9,7,
42_ALP_KR_LNC_MT,30-Jun-09,Newspoll,,COAL,,37,,37,36,38,35,42,,36,39,,37,37,,,,,,,32,35,42,
42_ALP_KR_LNC_MT,27-Jun-09,Nielsen,,ALP,,46,,47,46,47,45,40,,47,45,,46,46,,47,47,49,42,,,,,
42_ALP_KR_LNC_MT,27-Jun-09,Nielsen,,COAL,,37,,35,39,35,37,41,,36,37,,36,37,,29,32,35,45,,,,,
42_ALP_KR_LNC_MT,27-Jun-09,Nielsen,,GRN,,10,,11,8,10,8,10,,10,9,,10,10,,15,12,11,5,,,,,
42_ALP_KR_LNC_MT,27-Jun-09,Nielsen,,IND,,3,,4,3,3,1,1,,2,4,,4,2,,1,3,2,4,,,,,
42_ALP_KR_LNC_MT,27-Jun-09,Nielsen,,FFP,,2,,1,3,2,6,2,,2,3,,1,3,,5,2,2,1,,,,,
42_ALP_KR_LNC_MT,27-Jun-09,Nielsen,,OTH,,2,,2,2,3,3,6,,3,3,,3,2,,3,4,2,2,,,,,
42_ALP_KR_LNC_MT,16-May-09,Nielsen,,ALP,,44,,45,41,46,44,37,,44,44,,46,42,,43,48,48,37,,,,,
42_ALP_KR_LNC_MT,16-May-09,Nielsen,,COAL,,43,,43,46,40,40,50,,42,43,,41,44,,35,37,40,53,,,,,
42_ALP_KR_LNC_MT,16-May-09,Nielsen,,GRN,,8,,6,7,8,6,11,,9,6,,7,8,,15,9,8,4,,,,,
42_ALP_KR_LNC_MT,16-May-09,Nielsen,,IND,,2,,2,2,2,7,1,,2,2,,3,2,,2,2,3,2,,,,,
42_ALP_KR_LNC_MT,16-May-09,Nielsen,,FFP,,1,,1,1,2,1,0,,1,1,,0,2,,3,1,0,1,,,,,
42_ALP_KR_LNC_MT,16-May-09,Nielsen,,OTH,,2,,2,3,2,3,2,,2,3,,3,2,,3,3,2,2,,,,,
42_ALP_KR_LNC_MT,31-Mar-09,Newspoll,,ALP,,45,,45,47,46,44,39,,47,42,,44,46,,,,,,,46,48,43,
42_ALP_KR_LNC_MT,31-Mar-09,Newspoll,,GRN,,9,,10,10,7,8,11,,10,8,,9,10,,,,,,,14,10,5,
42_ALP_KR_LNC_MT,31-Mar-09,Newspoll,,OTH,,9,,10,7,8,13,9,,7,11,,8,10,,,,,,,9,10,8,
42_ALP_KR_LNC_MT,31-Mar-09,Newspoll,,COAL,,37,,35,36,39,35,41,,36,39,,39,34,,,,,,,31,32,44,
42_ALP_KR_LNC_MT,27-Mar-09,Nielsen,,ALP,,47,,44,51,48,38,48,,49,42,,45,48,,50,46,49,43,,,,,
42_ALP_KR_LNC_MT,27-Mar-09,Nielsen,,COAL,,37,,38,31,41,39,44,,35,41,,39,35,,28,35,34,45,,,,,
42_ALP_KR_LNC_MT,27-Mar-09,Nielsen,,GRN,,10,,11,10,7,7,8,,10,9,,10,10,,14,12,11,5,,,,,
42_ALP_KR_LNC_MT,27-Mar-09,Nielsen,,IND,,2,,2,2,2,9,0,,2,3,,3,2,,3,2,2,3,,,,,
42_ALP_KR_LNC_MT,27-Mar-09,Nielsen,,FFP,,1,,1,3,1,3,1,,1,2,,1,2,,2,2,2,1,,,,,
42_ALP_KR_LNC_MT,27-Mar-09,Nielsen,,OTH,,3,,3,3,1,5,0,,3,3,,3,2,,4,3,3,2,,,,,
42_ALP_KR_LNC_MT,31-Dec-08,Newspoll,,ALP,,44,,41,44,49,47,40,,45,42,,44,43,,,,,,,46,43,42,
42_ALP_KR_LNC_MT,31-Dec-08,Newspoll,,GRN,,10,,11,11,7,9,12,,10,10,,9,12,,,,,,,14,12,7,
42_ALP_KR_LNC_MT,31-Dec-08,Newspoll,,OTH,,8,,10,7,7,9,7,,8,9,,8,9,,,,,,,8,9,8,
42_ALP_KR_LNC_MT,31-Dec-08,Newspoll,,COAL,,38,,38,38,37,35,41,,37,39,,39,36,,,,,,,32,36,43,
42_ALP_KR_LNC_MT,15-Nov-08,Nielsen,,ALP,,45,,47,46,38,46,44,,48,40,,45,45,,47,45,46,42,,,,,
42_ALP_KR_LNC_MT,15-Nov-08,Nielsen,,COAL,,39,,38,39,45,39,40,,36,43,,37,41,,32,37,37,45,,,,,
42_ALP_KR_LNC_MT,15-Nov-08,Nielsen,,GRN,,10,,8,10,10,6,10,,10,9,,11,9,,14,11,9,8,,,,,
42_ALP_KR_LNC_MT,15-Nov-08,Nielsen,,IND,,2,,3,2,2,4,2,,2,3,,3,1,,3,2,3,3,,,,,
42_ALP_KR_LNC_MT,15-Nov-08,Nielsen,,FFP,,1,,1,1,2,4,0,,1,2,,1,2,,2,2,2,0,,,,,
42_ALP_KR_LNC_MT,15-Nov-08,Nielsen,,OTH,,3,,3,2,4,1,4,,3,2,,3,2,,3,3,3,3,,,,,
42_ALP_KR_LNC_MT,18-Oct-08,Nielsen,,ALP,,46,,44,46,47,48,41,,46,44,,45,47,,43,47,47,44,,,,,
42_ALP_KR_LNC_MT,18-Oct-08,Nielsen,,COAL,,39,,43,38,36,36,45,,39,39,,40,38,,30,34,38,47,,,,,
42_ALP_KR_LNC_MT,18-Oct-08,Nielsen,,GRN,,9,,7,10,7,10,10,,9,8,,9,9,,15,10,11,4,,,,,
42_ALP_KR_LNC_MT,18-Oct-08,Nielsen,,IND,,3,,4,1,4,2,2,,2,4,,3,2,,3,3,2,3,,,,,
42_ALP_KR_LNC_MT,18-Oct-08,Nielsen,,FFP,,1,,1,2,2,3,0,,1,2,,0,2,,2,3,1,1,,,,,
42_ALP_KR_LNC_MT,18-Oct-08,Nielsen,,OTH,,3,,1,3,4,2,2,,2,3,,3,2,,6,3,1,2,,,,,
42_ALP_KR_LNC_MT,30-Sep-08,Newspoll,,ALP,,45,,45,46,47,41,34,,46,42,,44,45,,,,,,,50,45,41,
42_ALP_KR_LNC_MT,30-Sep-08,Newspoll,,GRN,,10,,10,12,7,8,12,,11,8,,9,10,,,,,,,13,11,7,
42_ALP_KR_LNC_MT,30-Sep-08,Newspoll,,OTH,,8,,9,6,8,13,8,,7,10,,9,8,,,,,,,7,8,9,
42_ALP_KR_LNC_MT,30-Sep-08,Newspoll,,COAL,,37,,36,36,38,38,46,,36,40,,38,37,,,,,,,30,36,43,
42_ALP_KR_LNC_MT,20-Sep-08,Nielsen,,ALP,,41,,39,41,47,40,32,,40,43,,44,38,,39,43,41,39,,,,,
42_ALP_KR_LNC_MT,20-Sep-08,Nielsen,,COAL,,42,,43,43,40,43,50,,42,43,,41,43,,39,36,40,51,,,,,
42_ALP_KR_LNC_MT,20-Sep-08,Nielsen,,GRN,,9,,9,10,5,6,11,,10,9,,8,11,,14,12,11,4,,,,,
42_ALP_KR_LNC_MT,20-Sep-08,Nielsen,,IND,,3,,5,1,3,5,2,,3,4,,3,3,,2,3,3,4,,,,,
42_ALP_KR_LNC_MT,20-Sep-08,Nielsen,,FFP,,2,,2,4,1,2,1,,3,1,,2,3,,4,3,2,0,,,,,
42_ALP_KR_LNC_MT,20-Sep-08,Nielsen,,OTH,,2,,2,1,4,4,4,,2,2,,2,2,,2,4,2,2,,,,,
42_ALP_KR_LNC_BN,30-Jun-08,Newspoll,,ALP,,47,,49,47,46,49,39,,49,44,,49,46,,,,,,,49,50,45,
42_ALP_KR_LNC_BN,30-Jun-08,Newspoll,,GRN,,10,,9,12,8,9,12,,11,8,,9,10,,,,,,,14,11,6,
42_ALP_KR_LNC_BN,30-Jun-08,Newspoll,,OTH,,7,,7,6,8,9,8,,6,9,,7,7,,,,,,,6,9,7,
42_ALP_KR_LNC_BN,30-Jun-08,Newspoll,,COAL,,36,,35,35,38,33,41,,34,39,,35,37,,,,,,,31,32,42,
42_ALP_KR_LNC_BN,14-Jun-08,Nielsen,,ALP,,44,,45,43,46,40,41,,45,42,,44,43,,46,46,44,40,,,,,
42_ALP_KR_LNC_BN,14-Jun-08,Nielsen,,COAL,,38,,39,36,40,40,38,,37,40,,37,39,,32,34,35,47,,,,,
42_ALP_KR_LNC_BN,14-Jun-08,Nielsen,,GRN,,10,,11,14,5,8,10,,11,10,,11,10,,11,13,12,6,,,,,
42_ALP_KR_LNC_BN,14-Jun-08,Nielsen,,IND,,3,,2,3,3,5,5,,3,3,,3,3,,5,1,4,3,,,,,
42_ALP_KR_LNC_BN,14-Jun-08,Nielsen,,FFP,,2,,1,2,2,3,4,,2,2,,1,2,,3,2,2,1,,,,,
42_ALP_KR_LNC_BN,14-Jun-08,Nielsen,,OTH,,3,0,2,2,4,6,2,0,3,3,0,3,3,0,3,4,3,1,,,,,
42_ALP_KR_LNC_BN,17-May-08,Nielsen,,ALP,,46,,46,49,45,41,40,,46,45,,46,46,,44,49,47,43,,,,,
42_ALP_KR_LNC_BN,17-May-08,Nielsen,,COAL,,38,,40,34,43,40,38,,37,40,,39,38,,38,32,36,46,,,,,
42_ALP_KR_LNC_BN,17-May-08,Nielsen,,GRN,,8,,7,10,6,11,11,,9,8,,8,9,,10,11,9,6,,,,,
42_ALP_KR_LNC_BN,17-May-08,Nielsen,,IND,,2,,2,1,3,2,5,,2,3,,3,2,,2,2,4,2,,,,,
42_ALP_KR_LNC_BN,17-May-08,Nielsen,,FFP,,2,,1,2,2,3,3,,2,2,,2,2,,2,2,2,2,,,,,
42_ALP_KR_LNC_BN,17-May-08,Nielsen,,OTH,,3,,3,3,2,4,3,,3,2,,3,3,,3,4,4,1,,,,,
42_ALP_KR_LNC_BN,30-Mar-08,Newspoll,,ALP,,48,,49,49,47,49,42,,50,44,,49,47,,,,,,,49,45,41,
42_ALP_KR_LNC_BN,30-Mar-08,Newspoll,,GRN,,11,,10,14,8,7,11,,12,9,,9,12,,,,,,,15,12,7,
42_ALP_KR_LNC_BN,30-Mar-08,Newspoll,,OTH,,7,,8,5,9,10,6,,6,9,,7,7,,,,,,,8,7,7,
42_ALP_KR_LNC_BN,30-Mar-08,Newspoll,,COAL,,34,,33,32,36,34,41,,32,38,,35,34,,,,,,,28,31,41,
41_LNC_JHo_ALP_KR,18-Nov-07,Newspoll,,ALP,,47,,47,47,49,48,43,,49,44,,47,47,,,,,,,51,49,44,
41_LNC_JHo_ALP_KR,18-Nov-07,Newspoll,,GRN,,7,,8,9,3,4,6,,7,6,,7,7,,,,,,,8,7,5,
41_LNC_JHo_ALP_KR,18-Nov-07,Newspoll,,OTH,,6,,6,5,7,7,5,,5,7,,7,5,,,,,,,6,6,5,
41_LNC_JHo_ALP_KR,18-Nov-07,Newspoll,,COAL,,40,,39,39,41,41,46,,39,43,,39,41,,,,,,,35,38,46,
41_LNC_JHo_ALP_KR,11-Nov-07,Newspoll,,ALP,,47,,45,50,49,48,44,,49,45,,48,47,,,,,,,54,45,45,
41_LNC_JHo_ALP_KR,11-Nov-07,Newspoll,,GRN,,6,,6,8,3,3,6,,6,5,,6,6,,,,,,,6,7,4,
41_LNC_JHo_ALP_KR,11-Nov-07,Newspoll,,OTH,,5,,6,5,5,6,4,,5,7,,6,4,,,,,,,6,5,5,
41_LNC_JHo_ALP_KR,11-Nov-07,Newspoll,,COAL,,42,,43,37,43,43,46,,40,43,,40,43,,,,,,,34,43,46,
41_LNC_JHo_ALP_KR,04-Nov-07,Newspoll,,ALP,,47,,46,47,50,53,45,,48,46,,48,47,,,,,,,54,46,44,
41_LNC_JHo_ALP_KR,04-Nov-07,Newspoll,,GRN,,5,,5,7,3,3,4,,6,4,,5,5,,,,,,,6,6,4,
41_LNC_JHo_ALP_KR,04-Nov-07,Newspoll,,OTH,,6,,7,5,5,6,5,,5,7,,6,5,,,,,,,7,6,4,
41_LNC_JHo_ALP_KR,04-Nov-07,Newspoll,,COAL,,42,,42,41,42,38,46,,41,43,,41,43,,,,,,,33,42,48,
41_LNC_JHo_ALP_KR,28-Oct-07,Newspoll,,ALP,,49,,52,45,52,52,43,,50,49,,49,50,,,,,,,55,52,44,
41_LNC_JHo_ALP_KR,28-Oct-07,Newspoll,,GRN,,5,,5,7,3,3,4,,5,3,,5,5,,,,,,,5,6,4,
41_LNC_JHo_ALP_KR,28-Oct-07,Newspoll,,OTH,,6,,6,6,5,6,6,,6,6,,6,6,,,,,,,8,6,4,
41_LNC_JHo_ALP_KR,28-Oct-07,Newspoll,,COAL,,40,,37,42,40,39,47,,39,42,,40,39,,,,,,,32,36,48,
41_LNC_JHo_ALP_KR,30-Sep-07,Newspoll,,ALP,,48,,49,51,46,49,40,,50,44,,47,49,,,,,,,51,50,45,
41_LNC_JHo_ALP_KR,30-Sep-07,Newspoll,,GRN,,4,,5,5,3,3,4,,5,4,,5,4,,,,,,,7,4,3,
41_LNC_JHo_ALP_KR,30-Sep-07,Newspoll,,OTH,,9,,9,8,8,8,12,,9,9,,9,9,,,,,,,10,10,7,
41_LNC_JHo_ALP_KR,30-Sep-07,Newspoll,,COAL,,39,,37,36,43,40,44,,36,43,,39,38,,,,,,,32,36,45,
41_LNC_JHo_ALP_KR,08-Sep-07,Nielsen,,ALP,,49,,46,49,49,58,47,,48,51,,51,47,,57,52,48,45,,,,,
41_LNC_JHo_ALP_KR,08-Sep-07,Nielsen,,COAL,,39,,40,41,43,30,43,,40,38,,37,41,,30,33,39,48,,,,,
41_LNC_JHo_ALP_KR,08-Sep-07,Nielsen,,GRN,,7,,10,6,4,5,6,,8,6,,7,7,,10,8,8,4,,,,,
41_LNC_JHo_ALP_KR,08-Sep-07,Nielsen,,IND,,2,,2,1,3,1,1,,2,2,,2,1,,1,2,2,2,,,,,
41_LNC_JHo_ALP_KR,08-Sep-07,Nielsen,,FFP,,1,,0,1,1,2,0,,1,1,,0,1,,0,1,1,0,,,,,
41_LNC_JHo_ALP_KR,08-Sep-07,Nielsen,,OTH,,2,,2,2,0,5,4,,3,1,,2,1,,2,3,2,2,,,,,
41_LNC_JHo_ALP_KR,30-Jul-07,Newspoll,,ALP,,49,,51,49,47,49,40,,50,48,,49,49,,,,,,,53,50,45,
41_LNC_JHo_ALP_KR,30-Jul-07,Newspoll,,GRN,,4,,5,5,3,4,4,,4,4,,4,4,,,,,,,6,5,3,
41_LNC_JHo_ALP_KR,30-Jul-07,Newspoll,,OTH,,10,,10,8,11,8,13,,9,10,,10,9,,,,,,,11,10,8,
41_LNC_JHo_ALP_KR,30-Jul-07,Newspoll,,COAL,,37,,34,38,39,39,43,,37,38,,37,38,,,,,,,30,35,44,
41_LNC_JHo_ALP_KR,31-Mar-07,Newspoll,,ALP,,48,,47,48,49,54,51,,49,46,,48,48,,,,,,,51,51,43,
41_LNC_JHo_ALP_KR,31-Mar-07,Newspoll,,GRN,,5,,6,7,3,3,6,,6,4,,5,5,,,,,,,9,6,3,
41_LNC_JHo_ALP_KR,31-Mar-07,Newspoll,,OTH,,9,,11,8,7,8,11,,9,10,,10,9,,,,,,,10,10,8,
41_LNC_JHo_ALP_KR,31-Mar-07,Newspoll,,COAL,,38,,36,37,41,35,42,,36,40,,37,38,,,,,,,30,33,46,
41_LNC_JHo_ALP_KB,30-Nov-06,Newspoll,,ALP,,39,,39,40,41,41,36,,41,36,,41,38,,,,,,,41,40,38,
41_LNC_JHo_ALP_KB,30-Nov-06,Newspoll,,GRN,,8,,7,9,6,4,8,,8,6,,7,8,,,,,,,11,9,4,
41_LNC_JHo_ALP_KB,30-Nov-06,Newspoll,,OTH,,12,,15,10,12,12,11,,11,14,,12,12,,,,,,,12,14,11,
41_LNC_JHo_ALP_KB,30-Nov-06,Newspoll,,COAL,,41,,39,41,41,43,45,,40,44,,40,42,,,,,,,36,37,47,
41_LNC_JHo_ALP_KB,30-Sep-06,Newspoll,,ALP,,41,,41,42,40,38,41,,42,39,,42,40,,,,,,,43,42,39,
41_LNC_JHo_ALP_KB,30-Sep-06,Newspoll,,GRN,,6,,6,7,5,4,6,,7,4,,5,6,,,,,,,10,6,4,
41_LNC_JHo_ALP_KB,30-Sep-06,Newspoll,,OTH,,11,,12,10,13,15,10,,11,13,,12,12,,,,,,,12,13,10,
41_LNC_JHo_ALP_KB,30-Sep-06,Newspoll,,COAL,,42,,41,41,42,43,43,,40,44,,41,42,,,,,,,35,39,47,
41_LNC_JHo_ALP_KB,30-Jun-06,Newspoll,,COAL,,42,,40,42,47,39,41,,40,45,,41,43,,,,,,,38,38,47,
41_LNC_JHo_ALP_KB,30-Jun-06,Newspoll,,ALP,,38,,38,39,37,42,38,,39,37,,39,39,,,,,,,38,41,38,
41_LNC_JHo_ALP_KB,30-Jun-06,Newspoll,,GRN,,7,,7,8,4,5,7,,8,5,,7,6,,,,,,,10,8,4,
41_LNC_JHo_ALP_KB,30-Jun-06,Newspoll,,OTH,,13,,15,11,12,14,14,,13,13,,13,12,,,,,,,14,13,11,
41_LNC_JHo_ALP_KB,31-Mar-06,Newspoll,,COAL,,43,,42,43,44,42,47,,41,46,,42,44,,,,,,,37,41,48,
41_LNC_JHo_ALP_KB,31-Mar-06,Newspoll,,ALP,,38,,38,37,37,40,36,,39,35,,39,37,,,,,,,39,37,37,
41_LNC_JHo_ALP_KB,31-Mar-06,Newspoll,,GRN,,6,,6,7,5,5,7,,8,4,,6,6,,,,,,,10,7,4,
41_LNC_JHo_ALP_KB,31-Mar-06,Newspoll,,OTH,,13,,14,13,14,13,10,,12,15,,13,13,,,,,,,14,15,11,
41_LNC_JHo_ALP_KB,31-Dec-05,Newspoll,,COAL,,40,,39,39,41,39,42,,39,42,,39,41,,,,,,,37,35,45,
41_LNC_JHo_ALP_KB,31-Dec-05,Newspoll,,ALP,,40,,39,40,41,43,38,,41,38,,41,39,,,,,,,40,42,39,
41_LNC_JHo_ALP_KB,31-Dec-05,Newspoll,,GRN,,7,,7,10,4,5,7,,8,6,,7,7,,,,,,,11,7,4,
41_LNC_JHo_ALP_KB,31-Dec-05,Newspoll,,OTH,,13,,15,11,14,13,13,,12,14,,13,13,,,,,,,12,16,12,
41_LNC_JHo_ALP_KB,30-Sep-05,Newspoll,,COAL,,43,,41,43,44,45,45,,42,44,,43,43,,,,,,,35,40,50,
41_LNC_JHo_ALP_KB,30-Sep-05,Newspoll,,ALP,,39,,39,39,41,36,36,,40,37,,38,39,,,,,,,41,42,35,
41_LNC_JHo_ALP_KB,30-Sep-05,Newspoll,,GRN,,6,,7,8,4,6,6,,8,5,,6,7,,,,,,,10,6,5,
41_LNC_JHo_ALP_KB,30-Sep-05,Newspoll,,OTH,,12,,13,10,11,13,13,,10,14,,13,11,,,,,,,14,12,10,
41_LNC_JHo_ALP_KB,30-Jun-05,Newspoll,,COAL,,45,,45,45,46,46,45,,43,48,,46,44,,,,,,,39,42,51,
41_LNC_JHo_ALP_KB,30-Jun-05,Newspoll,,ALP,,39,,38,40,37,38,40,,41,36,,38,39,,,,,,,42,40,36,
41_LNC_JHo_ALP_KB,30-Jun-05,Newspoll,,GRN,,5,,6,6,5,4,6,,6,5,,5,6,,,,,,,9,6,3,
41_LNC_JHo_ALP_KB,30-Jun-05,Newspoll,,OTH,,11,,11,9,12,12,9,,10,11,,11,11,,,,,,,10,12,10,
41_LNC_JHo_ALP_KB,31-Mar-05,Newspoll,,COAL,,47,,45,47,50,46,46,,45,49,,45,48,,,,,,,42,40,54,
41_LNC_JHo_ALP_KB,31-Mar-05,Newspoll,,ALP,,37,,35,39,35,39,38,,39,35,,37,36,,,,,,,39,41,33,
41_LNC_JHo_ALP_KB,31-Mar-05,Newspoll,,GRN,,6,,7,8,4,7,6,,7,5,,7,6,,,,,,,8,8,4,
41_LNC_JHo_ALP_KB,31-Mar-05,Newspoll,,OTH,,10,,13,6,11,8,10,,9,11,,11,10,,,,,,,11,11,9,
40_LNC_JHo_ALP_ML,03-Oct-04,Newspoll,,COAL,,44,,42,42,46,48,48,,43,47,,43,45,,,,,,,40,40,50,
40_LNC_JHo_ALP_ML,03-Oct-04,Newspoll,,ALP,,40,,41,42,38,38,35,,41,37,,40,39,,,,,,,41,42,37,
40_LNC_JHo_ALP_ML,03-Oct-04,Newspoll,,OTH,,9,,10,8,12,8,9,,8,12,,10,9,,,,,,,8,11,9,
40_LNC_JHo_ALP_ML,03-Oct-04,Newspoll,,GRN,,7,,7,8,4,6,8,,8,4,,7,7,,,,,,,11,7,4,
40_LNC_JHo_ALP_ML,26-Sep-04,Newspoll,,COAL,,43,,42,40,43,47,45,,42,44,,42,43,,,,,,,39,39,48,
40_LNC_JHo_ALP_ML,26-Sep-04,Newspoll,,ALP,,40,,40,43,40,38,36,,41,39,,40,41,,,,,,,42,41,38,
40_LNC_JHo_ALP_ML,26-Sep-04,Newspoll,,OTH,,10,,11,8,12,10,12,,8,13,,11,9,,,,,,,9,12,10,
40_LNC_JHo_ALP_ML,26-Sep-04,Newspoll,,GRN,,7,,7,9,5,5,7,,9,4,,7,7,,,,,,,10,8,4,
40_LNC_JHo_ALP_ML,19-Sep-04,Newspoll,,COAL,,45,,44,44,47,44,46,,44,46,,45,44,,,,,,,37,42,52,
40_LNC_JHo_ALP_ML,19-Sep-04,Newspoll,,ALP,,40,,41,40,40,41,37,,41,39,,40,41,,,,,,,47,41,35,
40_LNC_JHo_ALP_ML,19-Sep-04,Newspoll,,OTH,,8,,8,8,8,9,10,,8,10,,8,9,,,,,,,8,9,8,
40_LNC_JHo_ALP_ML,19-Sep-04,Newspoll,,GRN,,7,,7,8,5,6,7,,7,5,,7,6,,,,,,,8,8,5,
40_LNC_JHo_ALP_ML,12-Sep-04,Newspoll,,COAL,,46,,44,47,50,41,47,,44,49,,46,46,,,,,,,39,41,55,
40_LNC_JHo_ALP_ML,12-Sep-04,Newspoll,,ALP,,40,,42,38,39,44,35,,41,38,,40,39,,,,,,,45,43,34,
40_LNC_JHo_ALP_ML,12-Sep-04,Newspoll,,OTH,,7,,6,7,8,9,11,,7,7,,8,8,,,,,,,7,9,6,
40_LNC_JHo_ALP_ML,12-Sep-04,Newspoll,,GRN,,7,,8,8,3,6,7,,8,6,,6,7,,,,,,,9,7,5,
40_LNC_JHo_ALP_ML,31-Aug-04,Newspoll,,COAL,,43,,40,44,43,46,47,,43,43,,43,42,,,,,,,36,41,49,
40_LNC_JHo_ALP_ML,31-Aug-04,Newspoll,,ALP,,40,,40,41,43,41,35,,40,40,,41,40,,,,,,,46,41,36,
40_LNC_JHo_ALP_ML,31-Aug-04,Newspoll,,OTH,,17,,20,15,14,13,18,,17,17,,16,18,,,,,,,18,18,15,
40_LNC_JHo_ALP_ML,30-Jun-04,Newspoll,,COAL,,43,,42,40,46,45,44,,41,46,,43,42,,,,,,,36,39,50,
40_LNC_JHo_ALP_ML,30-Jun-04,Newspoll,,ALP,,42,,40,45,42,38,41,,43,40,,41,43,,,,,,,44,45,37,
40_LNC_JHo_ALP_ML,30-Jun-04,Newspoll,,OTH,,10,,12,9,9,13,9,,10,11,,10,10,,,,,,,11,9,10,
40_LNC_JHo_ALP_ML,30-Jun-04,Newspoll,,GRN,,5,,6,6,3,4,6,,6,3,,6,5,,,,,,,9,5,3,
40_LNC_JHo_ALP_ML,31-Mar-04,Newspoll,,COAL,,42,,40,40,45,42,45,,40,45,,43,41,,,,,,,36,39,48,
40_LNC_JHo_ALP_ML,31-Mar-04,Newspoll,,ALP,,42,,42,43,42,43,38,,45,38,,41,43,,,,,,,44,44,39,
40_LNC_JHo_ALP_ML,31-Mar-04,Newspoll,,GRN,,5,,5,7,4,4,6,,6,4,,6,5,,,,,,,8,6,4,
40_LNC_JHo_ALP_ML,31-Mar-04,Newspoll,,OTH,,11,,13,10,9,11,11,,10,13,,10,11,,,,,,,12,11,9,
